# Constructed from biom file
#OTU ID	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas	115.0	325.0	18.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	32.0	9.0	0.0	67.0	0.0	12.0	131.0	44.0	0.0	70.0	0.0	5.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	201.0	64.0	190.0	102.0	149.0	7.0	31.0	379.0	0.0	0.0	184.0	0.0	241.0	24.0	108.0	78.0	225.0	34.0	7.0	97.0	347.0	83.0	254.0	79.0	0.0	68.0	186.0	45.0	0.0	0.0	263.0	0.0	0.0	0.0	91.0	11.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	419.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Trichodesmium	0.0	2.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	581.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella	4.0	8.0	18.0	5.0	5.0	3.0	8.0	3.0	0.0	6.0	0.0	2.0	0.0	1.0	2.0	5.0	2.0	0.0	9.0	38.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	6.0	6.0	0.0	0.0	0.0	14.0	9.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	0.0	31.0	21.0	12.0	17.0	22.0	41.0	2.0	0.0	8.0	2.0	0.0	3.0	13.0	8.0	0.0	3.0	3.0	29.0	72.0	3.0	16.0	0.0	0.0	6.0	2.0	15.0	20.0	0.0	0.0	0.0	18.0	105.0	0.0	0.0	4.0	22.0	5.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	12.0	2.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	4.0	55.0	37.0	12.0	39.0	46.0	47.0	7.0	8.0	45.0	3.0	6.0	0.0	23.0	6.0	23.0	7.0	5.0	63.0	141.0	6.0	8.0	7.0	23.0	23.0	13.0	5.0	16.0	0.0	18.0	8.0	45.0	355.0	13.0	11.0	1.0	90.0	158.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other	239.0	14.0	40.0	84.0	40.0	143.0	786.0	7.0	86.0	252.0	59.0	104.0	34.0	7.0	33.0	38.0	14.0	29.0	8.0	15.0	184.0	89.0	10.0	69.0	5.0	11.0	31.0	26.0	6.0	96.0	32.0	14.0	2.0	297.0	54.0	49.0	47.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	1000.0	350.0	72.0	38.0	108.0	199.0	185.0	37.0	69.0	57.0	375.0	146.0	73.0	13.0	65.0	60.0	112.0	77.0	20.0	215.0	269.0	80.0	42.0	73.0	10.0	10.0	173.0	80.0	20.0	14.0	14.0	29.0	76.0	559.0	121.0	211.0	153.0	228.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	246.0	32.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	19.0	0.0	1.0	0.0	6.0	5.0	0.0	5.0	0.0	14.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other	0.0	0.0	0.0	5.0	0.0	0.0	176.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	7.0	4.0	31.0	43.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	0.0	0.0	0.0	96.0	0.0	0.0	878.0	1.0	0.0	9.0	0.0	5.0	0.0	2.0	15.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	6.0	1.0	2.0	0.0	0.0	559.0	0.0	3.0	0.0	332.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	16.0	2.0	3.0	2.0	3.0	15.0	3.0	6.0	7.0	0.0	20.0	9.0	6.0	5.0	4.0	0.0	0.0	0.0	1.0	0.0	21.0	5.0	0.0	0.0	0.0	0.0	9.0	7.0	163.0	6.0	3.0	4.0	1245.0	0.0	3.0	0.0	147.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium	0.0	10.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other	356.0	1558.0	594.0	125.0	341.0	1554.0	1027.0	862.0	364.0	917.0	506.0	619.0	353.0	132.0	429.0	865.0	673.0	84.0	73.0	90.0	585.0	458.0	288.0	555.0	1518.0	290.0	405.0	443.0	377.0	724.0	829.0	2038.0	58.0	1474.0	1137.0	1489.0	33.0	99.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	835.0	1240.0	670.0	682.0	2210.0	2035.0	1734.0	940.0	1105.0	2965.0	890.0	846.0	540.0	335.0	674.0	1868.0	2317.0	1093.0	81.0	349.0	5215.0	447.0	753.0	1516.0	697.0	1418.0	391.0	278.0	426.0	1755.0	251.0	616.0	239.0	1245.0	1853.0	1741.0	50.0	721.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	67.0	40.0	74.0	96.0	59.0	94.0	68.0	40.0	110.0	122.0	138.0	29.0	34.0	7.0	90.0	2.0	47.0	33.0	8.0	34.0	82.0	34.0	28.0	38.0	35.0	2.0	23.0	153.0	0.0	18.0	28.0	17.0	5.0	26.0	51.0	399.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	85.0	0.0	4.0	60.0	55.0	49.0	48.0	10.0	16.0	0.0	28.0	0.0	4.0	0.0	27.0	7.0	3.0	9.0	0.0	6.0	16.0	14.0	51.0	0.0	25.0	13.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	21.0	0.0	14.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	70.0	635.0	480.0	38.0	226.0	298.0	70.0	162.0	93.0	8.0	199.0	156.0	38.0	148.0	103.0	126.0	114.0	142.0	2.0	85.0	615.0	230.0	166.0	289.0	181.0	124.0	76.0	8.0	0.0	434.0	215.0	214.0	0.0	452.0	21.0	238.0	6.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	652.0	38.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	60.0	5.0	28.0	15.0	5.0	158.0	321.0	11.0	12.0	0.0	445.0	39.0	25.0	0.0	80.0	1.0	40.0	12.0	3.0	18.0	57.0	0.0	26.0	12.0	0.0	7.0	34.0	22.0	0.0	0.0	5.0	29.0	0.0	0.0	195.0	534.0	0.0	17.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	1.0	0.0	0.0	4.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0.0	0.0	0.0	11.0	0.0	9.0	15.0	5.0	21.0	27.0	122.0	36.0	8.0	4.0	6.0	0.0	0.0	3.0	0.0	7.0	103.0	9.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	51.0	931.0	237.0	13.0	440.0	1418.0	285.0	156.0	100.0	1301.0	131.0	70.0	116.0	50.0	172.0	253.0	271.0	35.0	156.0	46.0	59.0	26.0	162.0	80.0	892.0	23.0	123.0	109.0	96.0	715.0	671.0	1352.0	145.0	242.0	123.0	731.0	43.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	6.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	6.0	0.0	0.0	1.0	2.0	0.0	17.0	0.0	2.0	1.0	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	11.0	8.0	28.0	0.0	3.0	0.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	3.0	0.0	9.0	0.0	123.0	15.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	514.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other	111.0	20.0	76.0	42.0	30.0	34.0	10.0	7.0	72.0	6.0	47.0	21.0	30.0	3.0	67.0	3.0	10.0	11.0	0.0	7.0	112.0	34.0	12.0	4.0	4.0	6.0	8.0	0.0	0.0	8.0	0.0	24.0	0.0	10.0	130.0	7.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	1694.0	222.0	451.0	146.0	205.0	3806.0	393.0	251.0	725.0	75.0	538.0	519.0	385.0	68.0	573.0	121.0	234.0	506.0	57.0	283.0	1467.0	535.0	459.0	665.0	235.0	268.0	334.0	264.0	205.0	48.0	52.0	228.0	42.0	173.0	1295.0	828.0	19.0	229.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	36.0	2.0	145.0	0.0	177.0	174.0	504.0	166.0	168.0	81.0	280.0	48.0	82.0	716.0	141.0	113.0	0.0	84.0	17.0	268.0	486.0	32.0	12.0	2204.0	1094.0	206.0	331.0	44.0	230.0	0.0	0.0	170.0	0.0	364.0	248.0	1633.0	45.0	331.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	23.0	418.0	107.0	297.0	117.0	78.0	10.0	41.0	27.0	243.0	39.0	52.0	50.0	19.0	13.0	64.0	36.0	10.0	9.0	11.0	134.0	218.0	31.0	32.0	24.0	139.0	83.0	31.0	0.0	204.0	265.0	428.0	0.0	198.0	6.0	83.0	8.0	31.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	216.0	18.0	65.0	27.0	13.0	41.0	6.0	2.0	13.0	0.0	10.0	4.0	4.0	1.0	9.0	5.0	15.0	5.0	0.0	31.0	42.0	15.0	6.0	20.0	12.0	16.0	6.0	3.0	0.0	0.0	13.0	23.0	9.0	16.0	25.0	4.0	10.0	21.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	94.0	0.0	1.0	1.0	0.0	47.0	4.0	0.0	3.0	4.0	0.0	96.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	2.0	10.0	2.0	1.0	17.0	0.0	161.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera	0.0	2.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	0.0	376.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	50.0	428.0	0.0	0.0	80.0	267.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.0	0.0	0.0	0.0	18.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella	0.0	5.0	23.0	5.0	3.0	96.0	91.0	3.0	8.0	11.0	0.0	32.0	2.0	63.0	0.0	6.0	2.0	0.0	23.0	7.0	1.0	1.0	5.0	20.0	20.0	25.0	2.0	3.0	0.0	21.0	0.0	15.0	283.0	3.0	4.0	0.0	46.0	22.0
