# Constructed from biom file
#OTU ID	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;Other	10.0	7.0	8.0	6.0	0.0	14.0	4.0	19.0	5.0	0.0	2.0	0.0	1.0	1.0	2.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	4.0	7.0	21.0	0.0	0.0	13.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	11.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__	57.0	33.0	66.0	90.0	59.0	80.0	64.0	21.0	105.0	122.0	136.0	29.0	33.0	6.0	88.0	2.0	47.0	30.0	8.0	32.0	81.0	34.0	24.0	31.0	14.0	2.0	23.0	140.0	0.0	18.0	28.0	15.0	5.0	26.0	48.0	388.0	5.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;Other	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__	85.0	0.0	4.0	60.0	55.0	33.0	48.0	10.0	16.0	0.0	25.0	0.0	4.0	0.0	27.0	7.0	3.0	7.0	0.0	6.0	15.0	13.0	13.0	0.0	25.0	13.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	12.0	8.0	0.0	14.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;Other	13.0	0.0	0.0	4.0	6.0	5.0	0.0	1.0	22.0	0.0	7.0	0.0	4.0	0.0	23.0	6.0	1.0	3.0	0.0	3.0	27.0	5.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__	40.0	633.0	480.0	20.0	114.0	81.0	12.0	117.0	39.0	8.0	106.0	113.0	27.0	90.0	43.0	36.0	113.0	115.0	2.0	62.0	545.0	197.0	154.0	238.0	119.0	69.0	11.0	7.0	0.0	381.0	209.0	214.0	0.0	452.0	21.0	30.0	0.0	4.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__formicigenerans	17.0	2.0	0.0	14.0	106.0	212.0	58.0	44.0	32.0	0.0	86.0	43.0	7.0	58.0	37.0	84.0	0.0	24.0	0.0	20.0	43.0	28.0	6.0	51.0	58.0	55.0	65.0	1.0	0.0	50.0	6.0	0.0	0.0	0.0	0.0	208.0	6.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	652.0	38.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium;s__	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira;s__	60.0	5.0	28.0	15.0	5.0	158.0	321.0	11.0	12.0	0.0	445.0	39.0	25.0	0.0	80.0	1.0	40.0	12.0	3.0	18.0	57.0	0.0	26.0	12.0	0.0	7.0	34.0	22.0	0.0	0.0	5.0	29.0	0.0	0.0	195.0	534.0	0.0	17.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium;s__	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	1.0	0.0	0.0	4.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__	0.0	0.0	0.0	0.0	0.0	0.0	15.0	5.0	21.0	4.0	85.0	35.0	4.0	0.0	6.0	0.0	0.0	3.0	0.0	7.0	82.0	5.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__faecis	0.0	0.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0	23.0	37.0	1.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];Other	18.0	632.0	67.0	2.0	137.0	285.0	20.0	80.0	24.0	557.0	23.0	33.0	26.0	23.0	37.0	128.0	127.0	4.0	127.0	5.0	9.0	8.0	36.0	13.0	223.0	7.0	8.0	24.0	23.0	265.0	216.0	771.0	54.0	117.0	39.0	4.0	25.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__	15.0	285.0	100.0	6.0	209.0	997.0	47.0	69.0	53.0	0.0	38.0	28.0	85.0	5.0	105.0	97.0	25.0	17.0	0.0	12.0	24.0	11.0	122.0	1.0	631.0	16.0	25.0	81.0	5.0	386.0	313.0	99.0	0.0	0.0	22.0	22.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus];s__gnavus	18.0	14.0	70.0	5.0	94.0	136.0	218.0	7.0	23.0	744.0	70.0	9.0	5.0	22.0	30.0	28.0	119.0	14.0	29.0	29.0	26.0	7.0	4.0	66.0	38.0	0.0	90.0	4.0	68.0	64.0	142.0	482.0	91.0	125.0	62.0	705.0	15.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	6.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__;s__	6.0	0.0	0.0	1.0	2.0	0.0	17.0	0.0	2.0	1.0	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	11.0	8.0	28.0	0.0	3.0	0.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	3.0	0.0	9.0	0.0	123.0	15.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__anaerobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	395.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other;Other	111.0	20.0	76.0	42.0	30.0	34.0	10.0	7.0	72.0	6.0	47.0	21.0	30.0	3.0	67.0	3.0	10.0	11.0	0.0	7.0	112.0	34.0	12.0	4.0	4.0	6.0	8.0	0.0	0.0	8.0	0.0	24.0	0.0	10.0	130.0	7.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__	1694.0	222.0	451.0	146.0	205.0	3806.0	393.0	251.0	725.0	75.0	538.0	519.0	385.0	68.0	573.0	121.0	234.0	506.0	57.0	283.0	1467.0	535.0	459.0	665.0	235.0	268.0	334.0	264.0	205.0	48.0	52.0	228.0	42.0	173.0	1295.0	828.0	19.0	229.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__prausnitzii	36.0	2.0	145.0	0.0	177.0	174.0	504.0	166.0	168.0	81.0	280.0	48.0	82.0	716.0	141.0	113.0	0.0	84.0	17.0	268.0	486.0	32.0	12.0	2204.0	1094.0	206.0	331.0	44.0	230.0	0.0	0.0	170.0	0.0	364.0	248.0	1633.0	45.0	331.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira;s__	23.0	418.0	107.0	297.0	117.0	78.0	10.0	41.0	27.0	243.0	39.0	52.0	50.0	19.0	13.0	64.0	36.0	10.0	9.0	11.0	134.0	218.0	31.0	32.0	24.0	139.0	83.0	31.0	0.0	204.0	265.0	428.0	0.0	198.0	6.0	83.0	8.0	31.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	14.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__	216.0	18.0	65.0	27.0	13.0	41.0	6.0	0.0	13.0	0.0	1.0	4.0	4.0	1.0	8.0	5.0	15.0	5.0	0.0	6.0	29.0	15.0	6.0	20.0	12.0	16.0	6.0	3.0	0.0	0.0	13.0	20.0	9.0	16.0	25.0	4.0	10.0	21.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__bromii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister;s__	94.0	0.0	1.0	1.0	0.0	47.0	4.0	0.0	3.0	4.0	0.0	96.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	2.0	10.0	2.0	1.0	17.0	0.0	161.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera;s__	0.0	2.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium;s__	0.0	376.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	50.0	428.0	0.0	0.0	80.0	267.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	202.0	0.0	0.0	0.0	18.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__dispar	0.0	3.0	16.0	5.0	1.0	93.0	86.0	3.0	6.0	7.0	0.0	29.0	2.0	47.0	0.0	4.0	1.0	0.0	14.0	4.0	0.0	1.0	5.0	13.0	5.0	21.0	1.0	3.0	0.0	17.0	0.0	14.0	230.0	3.0	0.0	0.0	46.0	16.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella;s__parvula	0.0	2.0	7.0	0.0	2.0	3.0	5.0	0.0	2.0	4.0	0.0	3.0	0.0	16.0	0.0	2.0	1.0	0.0	9.0	3.0	1.0	0.0	0.0	7.0	15.0	4.0	1.0	0.0	0.0	4.0	0.0	1.0	53.0	0.0	4.0	0.0	0.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__;s__	0.0	1.0	0.0	0.0	5.0	6.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	7.0	1.0	0.0	1.0	0.0	25.0	2.0	3.0	0.0	0.0	0.0	0.0	6.0	10.0	0.0	0.0	0.0	0.0	12.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas;s__	7.0	0.0	2.0	0.0	23.0	0.0	16.0	2.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	9.0	0.0	3.0	53.0	0.0	0.0	0.0	0.0	3.0	19.0	36.0	0.0	106.0	0.0	0.0	1.0	17.0	0.0	0.0	0.0	0.0	9.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__	57.0	106.0	21.0	582.0	113.0	136.0	263.0	95.0	26.0	116.0	134.0	104.0	28.0	15.0	32.0	24.0	37.0	40.0	39.0	5.0	17.0	120.0	9.0	68.0	26.0	2.0	112.0	100.0	27.0	63.0	7.0	137.0	98.0	67.0	224.0	88.0	9.0	27.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__p-1630-c5	0.0	0.0	1.0	0.0	3.0	6.0	15.0	10.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	1.0	13.0	0.0	0.0	1.0	9.0	0.0	1.0	0.0	5.0	47.0	5.0	0.0	0.0	60.0	0.0	0.0	0.0	23.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus;s__	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__	1.0	17.0	2.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	6.0	0.0	0.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__biforme	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium];s__dolichum	0.0	24.0	0.0	8.0	9.0	0.0	0.0	0.0	3.0	12.0	0.0	2.0	6.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	11.0	0.0	0.0	49.0	2.0	0.0	0.0	13.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__cc_115;s__	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__	17.0	1.0	39.0	2.0	0.0	58.0	60.0	0.0	0.0	2.0	20.0	306.0	2.0	196.0	4.0	0.0	40.0	1.0	12.0	175.0	0.0	5.0	27.0	2.0	26.0	0.0	68.0	5.0	557.0	0.0	0.0	52.0	170.0	2.0	1.0	0.0	48.0	13.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__	500.0	37.0	0.0	54.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other;Other;Other	0.0	0.0	0.0	7.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	2.0	0.0	5.0	7.0	1.0	0.0	13.0	1.0	0.0	10.0	0.0	0.0	4.0	4.0	30.0	2.0	5.0	0.0	0.0	10.0	11.0	103.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella;s__	115.0	236.0	350.0	136.0	94.0	1731.0	683.0	162.0	0.0	0.0	1142.0	321.0	171.0	94.0	328.0	225.0	1028.0	66.0	8.0	157.0	277.0	166.0	192.0	283.0	271.0	226.0	123.0	294.0	576.0	0.0	489.0	0.0	2765.0	450.0	7.0	780.0	110.0	709.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__	0.0	0.0	0.0	0.0	11.0	6.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	48.0	4.0	6.0	0.0	0.0	0.0	4.0	4.0	48.0	2.0	3.0	0.0	1.0	18.0	0.0	12.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;Other;Other	0.0	0.0	0.0	3.0	5.0	2.0	5.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	9.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Herbaspirillum;s__	1.0	0.0	4.0	5.0	17.0	4.0	36.0	1.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	6.0	7.0	5.0	14.0	4.0	18.0	3.0	2.0	5.0	9.0	6.0	33.0	2.0	2.0	20.0	3.0	14.0	31.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__lividum	2.0	0.0	1.0	0.0	3.0	2.0	1.0	0.0	0.0	13.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	10.0	1.0	1.0	1.0	2.0	0.0	4.0	0.0	12.0	0.0	1.0	1.0	5.0	4.0	0.0	32.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__	40.0	93.0	55.0	123.0	65.0	4.0	14.0	77.0	22.0	0.0	55.0	0.0	0.0	0.0	10.0	27.0	81.0	16.0	1.0	8.0	57.0	105.0	25.0	46.0	0.0	16.0	194.0	2.0	0.0	34.0	20.0	0.0	0.0	27.0	0.0	38.0	0.0	15.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	0.0	66.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	13.0	0.0	0.0	26.0	0.0	17.0	203.0	180.0	0.0	0.0	0.0	145.0	0.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87;f__;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;Other;Other	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	334.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__;s__	0.0	940.0	154.0	3376.0	0.0	0.0	345.0	363.0	1.0	1732.0	0.0	171.0	426.0	848.0	33.0	1611.0	34.0	0.0	6467.0	2.0	1.0	0.0	867.0	1.0	132.0	640.0	3302.0	7569.0	233.0	859.0	43.0	1036.0	447.0	25.0	1324.0	1.0	5670.0	10433.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Erwinia;s__	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Klebsiella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Actinobacillus;s__parahaemolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	21.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	18.0	0.0
