# Constructed from biom file
#OTU ID	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__uniformis	762.0	1454.0	234.0	427.0	404.0	104.0	88.0	358.0	190.0	0.0	675.0	132.0	112.0	49.0	21.0	58.0	20.0	70.0	476.0	5.0	680.0	255.0	89.0	86.0	238.0	42.0	613.0	33.0	309.0	182.0	129.0	0.0	54.0	30.0	0.0	8.0	25.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;Other	122.0	653.0	8.0	196.0	47.0	15.0	44.0	56.0	30.0	0.0	102.0	0.0	0.0	7.0	12.0	27.0	166.0	16.0	24.0	18.0	53.0	83.0	1.0	87.0	0.0	23.0	520.0	3.0	0.0	0.0	276.0	1044.0	6.0	274.0	192.0	46.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__	0.0	286.0	0.0	1160.0	44.0	0.0	0.0	664.0	430.0	0.0	409.0	320.0	0.0	0.0	18.0	0.0	529.0	25.0	0.0	114.0	1.0	1223.0	22.0	119.0	0.0	143.0	0.0	62.0	1.0	0.0	608.0	0.0	0.0	0.0	605.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis	121.0	1455.0	466.0	908.0	95.0	18.0	168.0	45.0	132.0	0.0	346.0	0.0	0.0	11.0	67.0	76.0	455.0	20.0	131.0	11.0	124.0	923.0	82.0	67.0	0.0	314.0	1553.0	42.0	0.0	0.0	1126.0	5174.0	38.0	529.0	1194.0	78.0	20.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	13.0	0.0	70.0	0.0	3.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__endodontalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	453.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri	0.0	0.0	0.0	0.0	0.0	0.0	1016.0	1.0	0.0	0.0	1620.0	0.0	0.0	0.0	1221.0	0.0	1628.0	0.0	0.0	1048.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	336.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nigrescens	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	1.0	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	1108.0	312.0	82.0	107.0	125.0	0.0	2.0	48.0	259.0	0.0	78.0	0.0	134.0	0.0	52.0	39.0	331.0	19.0	0.0	12.0	83.0	121.0	6.0	13.0	0.0	63.0	99.0	0.0	0.0	0.0	26.0	0.0	0.0	344.0	0.0	97.0	0.0	7.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__;s__	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__;s__	407.0	0.0	475.0	782.0	464.0	5.0	125.0	703.0	0.0	0.0	631.0	0.0	499.0	3.0	341.0	517.0	0.0	55.0	111.0	202.0	0.0	860.0	330.0	7.0	0.0	442.0	681.0	558.0	0.0	0.0	97.0	0.0	0.0	0.0	232.0	276.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas;s__	115.0	325.0	18.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	32.0	9.0	0.0	67.0	0.0	12.0	131.0	44.0	0.0	70.0	0.0	5.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter;s__	201.0	64.0	190.0	102.0	149.0	7.0	31.0	379.0	0.0	0.0	184.0	0.0	241.0	24.0	108.0	78.0	225.0	34.0	7.0	97.0	347.0	83.0	254.0	79.0	0.0	68.0	186.0	45.0	0.0	0.0	263.0	0.0	0.0	0.0	91.0	11.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	419.0	0.0	0.0	0.0	118.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	319.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__;s__	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	17.0	0.0	2.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Oscillatoriophycideae;o__Oscillatoriales;f__Phormidiaceae;g__Trichodesmium;s__	0.0	2.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	581.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__Gemella;s__	4.0	8.0	18.0	5.0	5.0	3.0	8.0	3.0	0.0	6.0	0.0	2.0	0.0	1.0	2.0	5.0	2.0	0.0	9.0	38.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	4.0	0.0	6.0	6.0	0.0	0.0	0.0	14.0	9.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other;Other	0.0	31.0	21.0	12.0	17.0	22.0	41.0	2.0	0.0	8.0	2.0	0.0	3.0	13.0	8.0	0.0	3.0	3.0	29.0	72.0	3.0	16.0	0.0	0.0	6.0	2.0	15.0	20.0	0.0	0.0	0.0	18.0	105.0	0.0	0.0	4.0	22.0	5.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__;s__	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	9.0	12.0	2.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	4.0	44.0	32.0	12.0	37.0	46.0	47.0	3.0	8.0	43.0	3.0	6.0	0.0	23.0	5.0	19.0	7.0	4.0	60.0	110.0	6.0	8.0	7.0	23.0	22.0	13.0	5.0	15.0	0.0	17.0	8.0	38.0	342.0	13.0	11.0	1.0	90.0	145.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__infantis	0.0	11.0	5.0	0.0	2.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	3.0	31.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	13.0	0.0	0.0	0.0	0.0	13.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other;Other	239.0	14.0	40.0	84.0	40.0	143.0	786.0	7.0	86.0	252.0	59.0	104.0	34.0	7.0	33.0	38.0	14.0	29.0	8.0	15.0	184.0	89.0	10.0	69.0	5.0	11.0	31.0	26.0	6.0	96.0	32.0	14.0	2.0	297.0	54.0	49.0	47.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__	1000.0	350.0	72.0	38.0	108.0	199.0	185.0	37.0	69.0	57.0	375.0	146.0	73.0	13.0	65.0	60.0	112.0	77.0	20.0	215.0	269.0	80.0	42.0	73.0	10.0	10.0	173.0	80.0	20.0	14.0	14.0	29.0	76.0	559.0	121.0	211.0	153.0	228.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__	246.0	32.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	19.0	0.0	1.0	0.0	6.0	5.0	0.0	5.0	0.0	14.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;Other;Other	0.0	0.0	0.0	5.0	0.0	0.0	176.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	7.0	4.0	31.0	43.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__;s__	0.0	0.0	0.0	96.0	0.0	0.0	878.0	1.0	0.0	9.0	0.0	5.0	0.0	2.0	15.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	6.0	1.0	2.0	0.0	0.0	559.0	0.0	3.0	0.0	332.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__	16.0	2.0	3.0	2.0	3.0	15.0	3.0	0.0	7.0	0.0	20.0	9.0	6.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	21.0	5.0	0.0	0.0	0.0	0.0	9.0	7.0	163.0	0.0	3.0	4.0	22.0	0.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__perfringens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1205.0	0.0	0.0	0.0	147.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium;s__	0.0	10.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other;Other	356.0	1558.0	594.0	125.0	341.0	1554.0	1027.0	862.0	364.0	917.0	506.0	619.0	353.0	132.0	429.0	865.0	673.0	84.0	73.0	90.0	585.0	458.0	288.0	555.0	1518.0	290.0	405.0	443.0	377.0	724.0	829.0	2038.0	58.0	1474.0	1137.0	1489.0	33.0	99.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__	835.0	1240.0	670.0	682.0	2210.0	2035.0	1734.0	940.0	1105.0	2965.0	890.0	846.0	540.0	335.0	674.0	1868.0	2317.0	1093.0	81.0	349.0	5215.0	447.0	753.0	1516.0	697.0	1418.0	391.0	278.0	426.0	1755.0	251.0	616.0	239.0	1245.0	1853.0	1741.0	50.0	721.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	0.0
