# Constructed from biom file
#OTU ID	S15	S3	S17	S18	S10	S30	S2	S11	S20	S26	S16	S35	S23	S21	S1	S24	S39	S8	S31	S19	S12	S9	S22	S37	S29	S7	S32	S14	S4	S36	S5	S25	S27	S40	S33	S28	S6	S13
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	5216.0	5883.0	3108.0	1795.0	4063.0	10254.0	6680.0	2714.0	3001.0	6079.0	4055.0	2855.0	1786.0	1755.0	2558.0	3588.0	4327.0	2140.0	479.0	1665.0	9730.0	2290.0	2054.0	5590.0	4879.0	2583.0	2117.0	1494.0	2347.0	4052.0	2378.0	5209.0	3034.0	5269.0	5297.0	7973.0	1758.0	1859.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	58.0	147.0	24.0	594.0	154.0	196.0	278.0	105.0	31.0	128.0	353.0	106.0	34.0	36.0	51.0	30.0	37.0	40.0	41.0	58.0	20.0	123.0	10.0	77.0	26.0	11.0	117.0	165.0	74.0	76.0	18.0	144.0	158.0	122.0	226.0	88.0	112.0	42.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	17.0	1.0	39.0	2.0	0.0	58.0	60.0	0.0	0.0	2.0	20.0	306.0	2.0	196.0	4.0	0.0	40.0	1.0	12.0	175.0	0.0	5.0	27.0	2.0	26.0	0.0	68.0	5.0	557.0	0.0	0.0	52.0	170.0	2.0	1.0	0.0	48.0	13.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	500.0	37.0	0.0	54.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.0	0.0	0.0	7.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	2.0	0.0	8.0	7.0	1.0	0.0	33.0	1.0	0.0	10.0	0.0	0.0	4.0	4.0	30.0	2.0	5.0	0.0	0.0	18.0	11.0	103.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	118.0	236.0	355.0	144.0	130.0	1754.0	737.0	163.0	0.0	14.0	1154.0	326.0	171.0	94.0	328.0	229.0	1031.0	66.0	9.0	174.0	296.0	171.0	267.0	292.0	296.0	231.0	127.0	299.0	594.0	11.0	591.0	4.0	2771.0	471.0	19.0	816.0	148.0	753.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	40.0	159.0	55.0	141.0	65.0	4.0	14.0	77.0	22.0	0.0	134.0	0.0	0.0	0.0	23.0	27.0	81.0	42.0	1.0	25.0	260.0	285.0	25.0	46.0	0.0	161.0	194.0	10.0	0.0	34.0	21.0	0.0	0.0	27.0	13.0	38.0	0.0	15.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__FAC87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.0	940.0	155.0	3376.0	0.0	0.0	354.0	363.0	1.0	1732.0	0.0	171.0	426.0	848.0	33.0	1626.0	34.0	0.0	6467.0	6.0	1.0	0.0	867.0	1.0	132.0	640.0	3302.0	7569.0	675.0	859.0	51.0	1036.0	447.0	25.0	1324.0	1.0	5670.0	10433.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	3.0	23.0	38.0	0.0	0.0	17.0	18.0	0.0	3.0	10.0	1.0	79.0	9.0	112.0	88.0	363.0	2.0	5.0	171.0	48.0	15.0	5.0	303.0	131.0	14.0	17.0	164.0	12.0	2.0	10.0	0.0	4.0	227.0	23.0	238.0	11.0	722.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	0.0	0.0	2.0	0.0	0.0	0.0	0.0	26.0	9.0	39.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	65.0	0.0	5.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	6.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Spirochaetes;c__[Brachyspirae];o__[Brachyspirales]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6601.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	622.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	203.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	678.0	229.0	2.0	0.0	0.0	0.0	1.0	4.0	13.0	0.0	0.0	0.0	797.0	0.0	25.0	4.0	0.0	212.0	31.0	0.0	2131.0	90.0	0.0	0.0	0.0	241.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	156.0
