	S12	S10	S11	S1	S28	S8	S20	S15	S39	S27	S21	S3	S32	S14	S9	S25	S33	S4	S40	S37	S19	S30	S22	S26	S16	S2	S36	S7	S6	S17	S5	S35	S23	S18	S24	S31	S29	S13
K00040	0.357961548628	0	0.127280039714	0.347269363387	0	0.470717259088	0.257710457492	0.174876725653	0.295041658709	0	0.543856455111	0.220428669202	0.394710532177	0.765475724384	0.153122314287	0.470655350942	0.827995114011	0	0.254853361409	0.483195768933	0.692347592927	0.6012858826	0	0.384035910891	0.432920876466	0.619397795482	0.478165365059	0.319436530612	0.964368324368	0.227685095643	0	0.429020807039	0.20602664556	0.279257428522	0.375261680949	0.590903559307	0.961544948074	1.41952550833
K00041	0.333275062498	0.787362400591	0.691007820927	0.586240028339	1.01105671521	0	0.73133140107	0.281802005372	0.449033123351	0	0.566844004882	0.335176163022	0.535617882274	0.369569809585	0.688323080626	0	0.933435245244	0	0.563204667109	0.650455559494	0.0535569506695	0.490368895325	0	0.561873806227	0.458444611967	0.522456743763	0.486560811587	0	0	0.682461662977	0	0.67881660207	0.373578543676	0.761784956903	0.672203338229	0.400935703583	0	0.937839169857
K00042	0	0	0.335255815822	0.209081576909	0	0	0.224107214703	0.133988821006	0.17192894232	0	1.28768683452	0.180531837915	0.422868851372	0.720561565829	0.111472767131	0	1.03696641772	0	0	0.1038341223	0	0	0	0.250464858051	0.112319257736	0	0.46034920455	0.332886581929	0	0	0	0.152099663095	0.121000991882	0.497866126414	0.801511899643	0.809360957254	0.69509894845	0.588205769842
K00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116548493381	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00046	1.19539734948	1.47494045465	0.749904520072	0.815879901296	1.36383584931	1.04136500287	1.06990332865	0.480311810827	1.06816017269	0.800342628378	1.79101368537	0.718223705319	1.13420786391	0.405063035617	0.673735098535	1.04122804385	1.1308963427	1.72563901691	1.27133879799	0.952269191277	0	1.32299133192	1.98684245764	0.800595413984	1.03589741393	1.13916630135	1.28833033387	1.17935989671	3.53596609906	1.14022057593	1.20194555293	1.10306919949	0.786045418898	0.802426445819	0.162450403672	1.30760717782	0	0.453836345234
K00048	1.08550030459	0.880494760288	0.690773309634	0.783253125604	1.31486364552	0.479209169775	0.463949206413	0.593648492257	0.740904652605	0.870929636088	0.706877416494	0.778243268398	0.722156643292	1.12676838889	0.644354437301	0.479146144783	1.03886179243	0.88454334921	0.781007960057	0.979907959362	1.06208162164	1.68285372016	1.68334623387	0.744783282046	0.719607266058	0	0.980121765869	0.651045970647	1.06991795009	0.805242345198	1.22150236361	0.822967215361	0.793218944411	0.865666885136	0.774938037935	1.08363343403	1.40223470869	1.70673799085
K00050	0	0	0	0	0.429495846658	0	0.268024621601	0.0841686574445	0.144475771011	0	0.811173883146	0	0.20140684206	0.0580342541827	0	0	0	0	0	0.116888702614	0	0.386403536007	0	0.0498165014915	0.239600657329	0	0.213779234303	0	0	0	0	0.234211611025	0.129346817082	0	0.221203859601	0	0	0
K00052	1.18396643443	0.867186690065	0.98498330967	1.28120641445	0.954238854067	0.823990370395	0.755619847457	0.721860033597	1.19039420145	0.941111952874	1.10853295139	1.13452538408	0.891574052752	1.18076997629	0.920439790144	0.823882000211	1.20835808008	1.20864102725	0.963389330947	1.04604270064	0.940284734948	0.83288608418	1.75487667908	1.04210140173	0.820194967503	1.575791494	1.12719893313	0.960340442941	1.24865415585	0.979036892071	0.695555048483	1.06437194846	0.846818974063	1.09169537856	1.40258815167	1.10975139175	1.38074615381	1.30143062584
K00053	1.19895937556	0.868985730416	1.07874707667	1.02269197574	0.845538658114	1.05407695948	0.629532577582	0.861170296274	1.01578285905	0.658726738526	1.40752682915	1.03094656103	1.04079173725	1.21229741501	1.08685612507	1.05393832859	1.4951323163	1.72762946301	0.645401197043	1.22617601442	1.2795621973	1.26285912611	0	1.08195768997	1.10944895711	0.902592617944	1.35889155442	0.797940622215	1.83384411218	1.17271748143	0	1.13992484397	0.95144575954	1.17981307866	1.36673232466	1.23411794763	1.57212024399	1.36461417444
K00057	0.631884573584	1.0806431747	1.22834081882	0.953064515388	1.01051088178	0.989509181126	0.715044720969	0.751601227845	0.884287898037	0.551628630439	1.1311585332	0.866232169146	0.841847520945	0.90029556639	0.738039718401	0.989379042114	1.56946835417	0.825154200386	0.924424213334	0.96190952373	1.00858697948	0.649183039614	1.35790139602	0.832240341642	0.746244260294	1.39250374331	0.660937783087	0.541453851785	1.08242119695	0.651210917426	1.38441859862	0.958446606095	0.828909307481	0.739165763835	1.1939350101	0.799371001416	0.864426430993	0.679236833905
K00058	1.0427324606	1.49029007945	0.988512166466	0.916015076703	1.07880544653	1.33565539022	1.05497106192	0.949979550735	0.999945645687	1.43217161219	1.5453380476	1.01149521573	1.07410289325	1.21939942153	1.35706653375	1.33547972649	1.80026674657	1.86429546624	1.10876046238	1.42936461491	1.1177734126	0	2.2831771783	1.81900828156	1.27983443351	1.31500737434	1.31439255886	1.04919482975	2.74910108406	0.982261744679	1.40319791578	1.0390038996	1.39663968295	0.93857039421	1.35648729597	1.21803141783	0.765269882267	2.44779945538
K00059	1.89621477161	2.39009715928	2.8800494723	2.27265605712	2.48313709979	3.23700403486	2.01296380453	1.76749831795	2.28424533028	2.75820832095	2.28828580046	2.15028862373	2.06120287075	1.75230034018	2.33763599679	3.23657830813	3.25215263382	1.92878571746	3.11060523367	2.23699017019	1.42860546897	1.92297123023	3.46991602131	2.75453427275	2.27209525743	2.88790670423	3.23857981926	3.20655208598	2.50836242247	2.28386439015	3.34313288136	2.32777459002	2.45556278639	2.52900304885	2.07327928331	1.83428606583	3.65393291243	2.30736147898
K00060	0.28001377711	0	0	0	0	0	0	0	0	0	0	0.0743005489775	0.193926235748	0.250182973962	0	0	0	0	0	0	0	0	0	0.0957222249865	0	0	0	0	0	0	0	0.0271576255227	0	0	0	0.290386729892	0	0.666423718426
K00065	0	0.0831807698355	0.0732327918601	0.144868075879	0.0558099116749	0	0.0315669755847	0.0681216324745	0.110692090627	0	0.124378608919	0.0553651962348	0.24498084615	0.283745985797	0.0550292396571	0	0.233856974297	0.200002605523	0.128654183115	0.126135198434	0	0.0654515885607	0	0.236768752195	0.11598044484	0	0.241039473944	0.0303154422011	0.691619149245	0.110546356266	0	0.153503444149	0.082359455487	0.175358307802	0.361865430362	0.433260166777	0	0.529255762175
K00067	1.54282076917	2.67191946583	1.26339308182	0.909895459857	1.64698029479	1.46176164523	1.32445413534	0.809475930834	1.54465882579	0.657004935219	0.935799868318	2.01434593504	1.02549984756	0.609180481755	2.21951518939	1.46147047812	0.53621796675	2.06644878415	1.43710359381	0.902749009245	0.071664124887	0.655613599341	1.16424578305	0.63546162128	1.2543402926	0	1.45163545276	0.979947277847	1.29266771951	1.15943320276	2.30330336431	1.42642591754	1.38758437751	1.52842485259	1.01597535055	1.39246800999	1.22559686788	0.591587715656
K00068	0	0	0	0	0	0	0	0.0236280078396	0.0540453778901	0.194001825648	0.27286839361	0.0852401734193	0.25134072313	0.24672832326	0.0354568894758	0	0.298745320076	0	0.137923633471	0	0.032761748231	0	0	0.140665168795	0	0.208383310196	0	0	0.616908678527	0.0836627338092	0	0.0186808984068	0	0.286774280132	0	0.30390564161	0	0.613673660599
K00073	0	0	0	0	0	0	0	0	0	0	0.336664194693	0	0.24652777998	0.413979393876	0	0	0	0	0	0	0	0	0	0.232127401727	0	0	0	0	1.42848660909	0	0	0	0	0.267858970142	0	0.496503490471	0	1.34595924343
K00074	0.742783959042	0	0.254690202758	0.381334441176	0	0.375028873783	0.260052427363	0.273935437315	0.274869018149	0	0.627745635995	0.234026804688	0.562831367026	0.480064806294	0.2258033999	0.374979550454	0.450084762507	0	0.264455340256	0.272440520051	1.21618786521	0	0	0.463682767995	0.386620570593	0.63777070298	1.02993147585	0.341935913936	0.6218126038	0.459808924037	0	0.550544656775	0.386745999271	0.288835441538	0.719549346584	0.368987475186	0.925903059193	0
K00075	1.05544406427	1.54096917092	0.895688627656	0.746317896088	0.874579298978	0.620101467147	0.938619760394	0.594689255893	0.800883272749	1.07237688887	0.436529152303	0.68727880695	0.770907171255	0.790433001369	1.02891315632	0.620019912176	0.758325501685	0	0.739832137795	0.573390501662	0.298136776491	0.995586817685	1.78435180763	0.962611987	0.619376533717	0.795288802496	0.563859144203	1.27403990732	1.01332463399	0.878027278309	1.5102357444	0.866067235999	0.788598027953	0.687411033705	0.91183509756	1.21860593342	0.64402772638	0.85113937401
K00076	0.133674302411	0.0680062728361	0.0704006676566	0	0	0	0.0821682120502	0.0547738396236	0.083061750376	0	0	0.11617886655	0.207631212398	0.242642163755	0.0284172414615	0	0	0	0	0	0	0	0	0.103002628051	0.0744568732742	0.342992804295	0.293740381476	0	0	0	0	0.110062022939	0.0667501321009	0.132837905866	0	0.190769377655	0	0
K00077	0.809669772243	0.775287560062	0.808921586254	0.465530964127	0.950461991126	0.535482755999	0.792426672116	0.469303471585	0.48266875885	0	0.897204969104	0.574868883269	0.58357664274	0.487073217664	0.731435387061	0.535412329975	0.64741919489	0.694040009682	0.996337995683	0.792283422862	0	1.3798177029	1.99778205387	0.843904561703	0.747173286236	0.825029952573	0.671036758601	0.589054148875	0	1.05851114533	1.24828534819	0.803631186443	0.614724606066	0.842002448941	0.963120191749	0.950857058867	0.648813806544	0
K00082	0	0	0.526628999164	0	0	0	0	0	0.306737327509	0	0	0.304201938965	0	0	0.0574587750948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231957224872	0	0
K00086	0.0948991149515	0	0.0491591836604	0	0.331769115017	0	0.049978099423	0.0637778304928	0.145888901649	0.0899922801007	0.0600104746107	0.0507681357229	0.0885045640681	0.120144593075	0	0	0	0	0.10894755454	0.101043363742	0.0591473223821	0	0	0.207749056981	0.0619663320484	0	0	0.0600785558092	0	0.0807658041347	0	0.116914444913	0.0534221435631	0.0643470267495	0	0.0937645805981	0	0
K00087	0	0	0	0	0	0.403152881191	0.202426344147	0.0786853038951	0.137991613424	0	0	0.19789857513	0.255867234803	0.463595067163	0	0.403099859027	0	0	0	0	0	0	0	0.353892850866	0.160998366105	0	0	0	0	0.132927631492	0	0.116576140596	0.21029184883	0.402782170853	0.481449199442	0.537186163425	0	1.40487785596
K00088	1.40715963643	0.780138831187	1.16308792733	1.42269826377	1.46059472667	1.52754142616	0.981047948331	1.12307170118	1.55467696405	1.4218845457	1.2459414898	1.33142257737	1.33082901006	1.03730417066	1.51388112709	1.52748031084	2.06856809988	1.28897835211	1.63461781507	1.17874819236	1.07897912797	1.74021819853	0.842625396736	1.18937468712	1.28607499138	0.938025964818	1.31747110092	0.783061274611	1.48439507642	1.08320053288	0	1.14534158781	1.26023601427	1.16349095054	1.11092813332	1.33645427084	1.36132971855	1.4767951835
K00090	0	0	0.0603128965779	0	0	0	0	0	0	0	0	0.04021823835	0.186767884733	0.335638042263	0	0	0	0	0	0	0	0	0	0.121156357795	0	0	0	0	1.1966339558	0	0	0	0	0.101701893619	0	0.348195521107	0	0
K00091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327798244822	0	0	0	0	0	0
K00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167745449156	0	0	0	0	0	0	0	0	0	0.0569435219807	0	0	0	0	0	0	0	0	0	0	0	0.156472121911	0	0
K00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055353501343	0	0	0	0	0	0
K00097	0.795931694071	0.89618770363	0.652274802297	0.944458638774	0.860340509982	0	0.565220505481	0.371976325666	0.795322273515	0.562687694268	0.577749811184	0.786002312051	0.540724299403	0.754280366048	0.737993819328	0	1.00437964299	0.992849807029	0.69880725189	0.52002653361	1.25145691681	0	1.17923573998	0.770335411574	0.533424500229	0	0.674859225193	0.375235222824	0	0.649107528017	0	0.48747635751	0.496343259077	0.890058728008	0.766343397225	0.869567310731	0.482305070502	1.28478117473
K00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0735744549834	0	0	0	0	0	0	0	0	0	0.0585031754113	0	0	0	0	1.20949198196	0	0	0	0	0.145259414889	0	0.35498250432	0	0
K00099	0.899189105105	0.67911782454	0.961721212466	0.724022236917	0.643706445798	0.954737136539	0.716493300619	0.775341503293	1.01272759155	0.527465502178	0.750259914314	1.22712200774	0.982349964427	0.752919904294	0.651860097388	0.954611570703	1.97636032482	1.3713037043	0.736259836286	0.803445344578	0.848554984252	0.629357324214	0	0.892945871023	0.783490956235	0.995380291361	0.734982911456	0.790184368877	1.06128950695	0.904345658453	1.88473688481	1.04116461507	1.01905172431	0.708351932545	1.08337129359	1.05568279594	0.527873691992	1.02693077143
K00100	1.08691984139	1.84498200477	1.73922274177	1.54378139663	1.69042592725	2.13997692406	1.32537701461	0.994413590322	0.971035535301	1.01002242423	1.26068226812	1.09381074883	1.62509720858	1.44830766421	1.01773328038	2.18709309175	2.39718294887	1.54183761075	1.17638473512	1.69005262972	1.01382718625	1.019128798	1.93462590226	2.19599961161	1.3668126689	1.10953797812	2.25158170283	1.01093135459	2.24067927319	1.19424266736	2.00086772526	1.58190828131	1.09468944377	1.82855868208	1.89838070275	1.87189883456	1.74135427178	2.2202606412
K00101	0	0	0	0	0	0	0	0	0	0	0	0	0.21052710752	0.516124270367	0	0	0	0	0	0	0	0	0	0.109877350826	0	0	0	0	1.18132892465	0	0	0	0	0.15370557701	0	0.640204405077	0	1.20367291411
K00104	0	0	0.0842263098926	0	0	0	0	0	0.128093578077	0	0	0.160103158479	0.294946653365	0.337305130614	0	0	0	0	0	0.193170404623	0	0	0	0.258511577877	0	0	0	0.311970514816	0	0	0	0.0304378419843	0.174368076366	0.238470942865	0	0.409110442658	0	0
K00108	0	0	0	0	0	0	0	0	0	0	0	0	0.144944801926	0.331376880801	0	0	0	0	0	0	0	0	0	0.095834465344	0	0	0	0	0	0	0	0	0	0.178740772112	0	0.301204167454	0	0.787532880558
K00111	0.531993096624	0	0.223822496239	0.333035245046	0	0.717413521631	0.325523719355	0.374862502761	0.353634330997	0	0.319889435765	0.369740694006	0.267013947617	1.02851860158	0.288449239	0.717319168301	0	0	0.173139436087	0.244477841323	1.99187186418	0	1.06926521544	0.602884931477	0.344848212323	0.477218831513	0.370693065993	0	1.20206980127	0.259769561694	0	0.330571265605	0.298370659264	0.335239240094	0.441693783115	0.437629863446	0.34070487523	1.10655752535
K00112	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215645353381	0	0	0	0	0	0	0	0	0	0.0576927663786	0	0	0	0	0	0	0	0.0300078790863	0	0.176575008298	0	0.3292602339	0	0
K00113	0	0	0	0	0	0	0	0	0	0	0.213435653919	0.0550862614048	0.0823554430917	0.290715048274	0.1098193545	0	0	0	0	0	0	0	0.602026691304	0.0566926266892	0	0	0	0	0.704650902587	0.0674118322571	0	0	0	0	0	0.269170225581	0	0.493507425732
K00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108765861369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00117	0	0	0	0	0	0	0	0	0	0	0	0	0.13487516878	0.350800596535	0	0	0	0	0	0	0	0	0	0.0885946594484	0	0	0	0	0	0	0	0	0	0	0	0.458125739031	0	0.598866699625
K00121	0	0	0	0	0	0	0	0	0	0	0	0.0411117496144	0.220945557193	0.401760375707	0	0	0	0	0	0	0	0	0	0.0803471121061	0	0	0	0	0.778416869762	0.0426405474333	0	0.0689805242757	0	0	0	0.145292884848	0	0.988535025865
K00123	0	0	0	0	0	0	0	0	0.132462059718	0	0.375943114606	0.164269380652	0.49950620855	0.804866292212	0.0810999939538	0	0	0	0	0.125100175388	0	0	0.68730238503	0.278060486737	0.182942057694	0	0.237807778243	0.250068291267	1.88051327188	0.087030106986	0	0.153957239984	0.168305130944	0.343174221283	0.630682317675	0.804071172954	0	1.78445441139
K00124	0	0	0	0	0	0	0	0	0	0	0	0	0.340512255181	0.518501865976	0	0	0	0	0	0	0	0	0	0.112356919191	0	0	0	0	0	0	0	0	0	0.208168563136	0	0.604233723898	0	1.2625150337
K00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130849644015	0	0	0	0	0	0	0	0	0	0.0751549679965	0	0	0	0	0	0	0	0	0	0.11748526793	0	0.346979232002	0	0
K00128	0	0	0	0.163052062544	0	0.441762569709	0.206310389139	0.0880999685726	0.101647797668	0	0	0.136298911144	0.0998380917186	0.064909127389	0.109757606718	0.441704469647	0	0	0	0	0	0	0	0.126000295636	0.146541920604	0	0.218950083421	0.201406775851	0	0.121128596961	0	0.112030254997	0.159891239312	0.121055225876	0	0	0	0
K00129	0	0	0	0	0	0	0	0	0	0	0	0.0178563544248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00518510946927	0	0	0	0	0	0
K00130	0	0	0	0	0	0	0	0	0	0	0	0	0.168961878808	0.333663082912	0	0	0	0	0	0	0	0	0	0.111507164219	0	0	0	0	0.66852720106	0	0	0.0399489438231	0	0.228400854274	0	0.529965591749	0	1.18643122856
K00131	0	0	0	0	0	0	0	0.121281656167	0	0.30364675604	0	0	0.0874141987064	0.0926115699698	0	0	0	0	0	0	0	0	0	0.0377919719271	0	0	0	0	0.755458590752	0	0	0.036896932009	0	0	0	0.132434811601	0	0
K00132	0	0	0.039124504787	0	0	0	0	0	0	0	0	0	0	0.0257775757479	0	0	0	0	0	0	0.0332662697033	0	0	0.0610669902663	0	0	0	0	0	0	0	0.0187058381852	0	0	0	0	0	0
K00133	0.527692967292	1.36394560706	0.897257225674	0.924479333125	1.46038888492	1.38768026597	0.838215058459	1.02975221832	0.895105384883	0.649944605153	1.85517027245	0.995339621055	1.1151443553	1.41400647559	0.908280477063	1.38749776	1.35465687608	1.07025682226	0.524465482161	0.841979571898	0.933146299522	0.834391233613	2.00333968185	1.26424032219	1.18205926773	1.24943403689	0.808241197708	1.05246774734	1.49479507781	1.11108921546	0.68641982267	1.12586668484	0.879941402517	1.05934942503	0.88778661893	1.70391844005	0.830995518544	1.88747746656
