	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S1	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S35	S36	S37	S39	S3	S40	S4	S5	S6	S7	S8	S9
M00026	0.8691337456	0.9012831890	0.7630942927	0.3391873892	0.7460336155	0.6162733733	0.7793539375	0.7630330360	0.6576510561	0.6602693518	0.9899402778	0.7310243480	0.8354488121	0.7067690742	0.6472390504	0.6423920978	0.9788332990	0.6272217503	0.6388801763	0.9322171838	0.6746598555	0.8649473086	0.8775202473	0.7946209208	0.8885149261	0.8447115026	0.8271347609	0.7888676519	0.9680827931	0.7900068208	0.8413280151	0.6985468499	0.9250186192	0.6268963530	0.5711980821	0.7167574441	0.9789620509	0.9613441583
M00027	0.2363028848	0.2915080938	0.0934269208	0.6752940023	0.4301607733	0.1593305673	0.1675386933	0.1658451030	0.3718874207	0	0.1256820396	0.1186214915	0.0945395265	0.3696407402	0.2750163571	0.2778621386	0.2929337013	0.2096873990	0	0	0	0.1595181859	0	0.5601827710	0.3909992010	0.2281049420	0.2014660375	0.1539800976	0.0970305360	0.1898571890	0.2803273154	0.2310448536	0.2632931187	0	1.2302012533	0.2195479762	0.2929722326	0.2334075593
M00028	0.6700982269	0.6001085311	0.6078545371	0.5485641186	0.5704823078	0.4385597118	0.6194465594	0.5388266721	0.5370276300	0.3889366516	0.6707765477	0.6675356359	0.5142325319	0.3740711230	0.5818946755	0.6518504307	0.5912419726	0.5885923916	0.3626274064	0.3968969533	0.4575451578	0.6763479012	0.7978730497	0.4809819384	0.6387820050	0.4995075337	0.5759779904	0.4915732714	0.5778050794	0.6087657316	0.5265339023	0.6004613184	0.7492066758	0.6756418822	0.4747029886	0.5802458279	0.5913197422	0.5929946138
M00029	0.8095736019	0.8617775457	1.1634080993	1.2976137447	1.0924173022	0.7142078732	1.1712382402	0.8257255149	0.7945281618	0.9986660002	1.2981397228	0.9183886833	1.0926687228	1.1960020551	0.8688527088	1.0750913051	1.3564925244	0.9958798471	0.9941077061	1.7857169006	1.4021584907	0.7227080126	1.5210603354	1.1991220083	1.0432652331	1.1232618681	1.1276419404	1.1206910376	1.3651549327	1.0471131012	0.7965823062	0.8272506926	0.7236693133	1.0224976492	0.7392102530	0.6497666208	1.3566709521	0.9627306181
M00030	0	0	0	0	0.0602805402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00032	0	0.1389209342	0.0718779358	0	0	0.0938647454	0.0979226591	0.1048108467	0.1921646035	0	0.1202783301	0.1123491936	0.1010584752	0.2039139378	0.1551933532	0.1030620750	0.2423859238	0.1346419609	0.0797914439	0.1236171872	0.0865933689	0.0831764166	0.1385942309	0.3373737035	0.2001762201	0.1913100123	0.1141520611	0.1333611066	0.0988810603	0.1031924433	0.1245033302	0.0981845282	0	0.1574457989	0	0.1197713431	0.2424178062	0.1468587533
M00033	0	0	0	0	0.8087090045	0.5780826276	0	0	0.8623491798	0	0	0	0	0	0	0	0	0.8258258586	0	0	0	0	0	1.0733845050	0.8061922453	0	0	0	0	0	0	0	0	0	0	0	0	0
M00034	0.1585279176	0.2491905988	0.2476547769	0	0.4460872722	0.2580095367	0.2825631611	0.3140889499	0.2859671648	0.3325785945	0.2559240092	0.2687839158	0.3217185069	0	0.3183947390	0.2390740428	0.2145720568	0.3431427342	0.2562723176	0.2717363651	0.2652702845	0.3191285741	0.4809623576	0.2515675538	0.2907504936	0.2459440584	0.2926747381	0.3755315226	0.2622802553	0.2863445464	0.2516707662	0.2620282255	0.2220748987	0	0	0.2397404648	0.2146002807	0.2483261555
M00035	0.9194672056	0.8153958686	1.1044429401	1.1567470995	0.6898494933	1.0079985434	0.8181587617	0.9929749534	0.7003790382	0.4771589819	0.9348322237	0.8794332617	0.9270676018	1.4627070129	0.9733880446	0.7612618615	1.3890726759	0.7408906851	0.8504627079	1.1023359527	0.8217459496	1.2823157422	0.9649642905	0.6514879953	0.8867970771	1.2090304495	0.7630464105	1.0899929442	1.1447350821	1.0356300887	0.9896533770	1.0793385569	0.5586921878	0.7758703171	0.8382530080	0.7182197695	1.3892553890	0.8820339636
M00036	0	0.5140997452	0	0	0.2255718053	0.2250991917	0	0.3397176166	0.4743995319	0	0	0.3722056193	0.3832008089	0	0	0	0	0	0	0	0	0	0	0.5022839585	0.4113852514	0.4773776834	0.3090035722	0	0.3196998775	0.3474923040	0.3972088469	0.3273263939	0	0	0	0	0	0.4021200611
M00040	0	0	0	0	0.4135931113	0	0	0	0.1091141710	0	0	0	0	0	0	0.3399710537	0	0.0823309523	0	0	0	0	0	0.2383115970	0.2001887330	0	0	0	0	0	0.1086524825	0	0	0	0	0	0	0
M00045	0.7216825278	0.8179923520	0.5588401809	0	0.1566087093	0.4260043476	0.3919006538	0.8163606848	0.9568651447	0	0.5466924384	0.7475801811	0.7146921010	0	0.8439493063	0.4940144799	0.7120565536	1.2188756065	0.4335912175	0.4954697840	0	0.1925100418	0	0.9743808454	0.5705218988	1.1007757821	0.6775743553	0.7510287790	0.7641875257	0.6286347154	0.7555515048	0.5855781466	1.0507520548	1.1617818629	0.7429081581	0.9026934180	0.7121502148	0.6423177707
M00046	0	0.1697956011	0.1131381461	0.5225934106	0.4795266255	0.1260634597	0.1757413121	0.1652510841	0.2595266349	0	0	0.1363371909	0.3601951909	0	0.1352161809	0.2260349222	0.5263370314	0.3889120438	0.3392945249	0.1797083988	0.3113456653	0	0.1198274772	0.5831845608	0.3497362076	0.8013928350	0.1811168516	0.2255056574	0.0774716993	0.1939808144	0.2446609257	0.1397754150	0.2097378450	0.2309702521	0	0	0.5264062637	0.1230087152
M00048	1.1963846074	1.1765573364	1.0977337954	0.9649014825	0.9471637811	0.8109861931	1.0455397551	1.0938749506	1.0135211674	0.7603696828	1.0303217301	0.9266019575	1.1674441835	1.1646980863	0.8706792493	0.8746923023	1.1889321884	0.9846184780	0.8734368066	1.1102454751	1.0484135498	0.8560180899	0.8930927051	1.0380330499	0.9895924245	0.9554047236	1.0023488851	0.9136386128	1.0890059253	1.0727199064	1.0622948642	1.0441814361	0.8545028329	1.4325627125	1.2696352850	1.0107356978	1.1890899509	1.1222235666
M00049	1.2048702164	1.2218366638	1.2952120923	0.9833928561	1.0275741354	1.0303675067	1.0883100101	1.2225643754	1.2310975970	1.1093254865	1.2512015233	1.1033453642	1.1568269738	1.6722701622	1.2278947607	1.1269560977	1.2502999899	1.1398223970	1.2150802755	1.4799837999	1.3560269494	1.4572925416	1.4211318048	1.3641979518	1.0629949176	1.3388563433	1.1769435353	1.0478324390	1.2214881169	1.1385791777	0.9954964809	1.2859730306	1.3654697875	1.1956832528	1.3681116851	1.2141129660	1.2454446966	1.1366123160
M00050	1.3604393444	1.3122113971	1.2084389992	1.3508621603	1.0078311214	1.0441000199	1.0693236660	1.2450458476	1.3641540106	1.0230196208	1.2162370745	1.2230384606	1.2903737597	1.2238812525	1.1216611090	1.1506684567	1.3485595788	1.2759779053	1.1753589248	1.3132383974	1.1874341245	1.0869354149	1.2881722498	1.2917157146	1.2172782207	1.3228188671	1.1795497463	1.2166617218	1.1426386272	1.2667910840	1.0693889518	1.5365478724	1.2259261155	1.5398123736	1.3677789653	1.0093192094	1.3436892495	1.2988944505
M00051	1.4354253431	1.2451930133	1.2690343152	0.8212721970	1.0552345392	0.9051546898	1.1702568648	1.1049854449	1.1326701707	0.8249497619	1.1514024483	1.1303374093	1.2048625675	1.7549121887	1.1600739799	1.2065833698	1.4071444927	1.2082369944	1.0642325966	1.5164051808	1.3158907335	0.8129136784	1.4271642419	1.1775440987	1.2211019875	1.4911553166	1.1554882526	0.9742706566	1.1098245808	1.2790739592	1.1073960607	1.1227132581	1.2378860850	1.2807800566	0.9056431474	1.0798822259	1.4073295829	1.2418433653
M00052	1.2054941788	1.0914462682	0.7369799482	0.6210153868	0.9367147219	0.8941625681	1.0237106189	1.0117470568	1.0286462476	0.7560840524	0.6703665429	1.0426626175	0.7883227138	0.9297844924	1.0285017611	1.3627863227	0.8456368524	0.9478616679	0.6871625455	0.7085872461	0.5735076894	0.5409771005	0.6700546413	1.1648863955	0.9434964187	1.1981799234	0.9846199795	0.6840665353	0.8851762201	1.0127319137	0.9136011679	1.0500369497	0.8782903249	0.9221071341	0.8352947528	0.8618097019	0.8457480841	0.8465845707
M00053	1.0954295744	0.9277587939	0.7661255106	1.0457845249	0.8961274504	0.6361690917	0.6609617973	0.8492766014	1.0713914033	0.7993732558	0.7403227037	0.8828427822	1.0029517249	1.0862293360	0.7986274987	0.8551899947	1.1634787684	1.0463943343	0.9807973349	0.8437592570	0.5177267264	0.5168495550	0.7568817670	1.1637035016	0.8141225631	0.8206570986	0.8407237653	0.8363643984	0.8955706298	0.7879441847	0.8076288974	0.7598950248	0.8758535620	0.7929421385	1.1895229381	0.8376788981	1.1594486805	0.7717854872
M00060	1.0382994932	0.9658509329	0.4844427395	0.8420721387	0.9171086041	0.4193260964	0.6021782108	0.9550862752	1.0344353351	0.9109787204	0.6271643327	0.7660669504	0.6627019440	1.0491687979	0.7240631241	0.7268757686	0.7653086029	0.6151489553	0.5662521585	0.2406334620	0.1870206282	0.2810025231	0.3083389111	1.1970964272	0.9384827685	1.0183744514	0.6085310131	0.5296254846	0.7007760168	0.7729634970	0.8788779815	0.7599181581	0.8055367258	1.5346121761	0.6779870461	0.9755505274	0.7654092686	0.9911211385
M00061	0.9045586978	0.9601957018	0.6518415517	1.3876264921	0.8138188551	0.4756192074	0.7004866193	0.9433676565	0.9066764068	0.8478585084	0.9545677755	0.6697813424	1.2787504835	0.8918772557	0.7115359210	0.7494893101	1.2927965015	0.9332371948	0.3129661810	1.1014049257	0.6811618710	0.6871953603	0.9722619729	1.0588479947	0.8515774035	1.3270286770	0.9803613700	0.9425437619	0.9712071452	0.7660920039	0.7947401164	0.7278517721	0.7808244172	0.7050117410	0.7482679745	0.7340828991	1.2929665508	0.7796280026
M00063	1.3581306040	0.8295885513	0.4114788853	0.7586359470	0.9358113756	0.3378043080	0.3759392441	0.7304763687	0.8912434061	0.7460882198	0.5069418781	0.4522677203	0.3576571369	1.1509308296	0.4356577712	0.9047043129	0.7485401769	0.6013972815	0.1399400405	0.2051238296	0	0.3481271096	0.3225018209	0.9065985627	0.6990020663	0.7861156542	0.4171337251	0.3354767993	0.4611135308	0.7184246224	0.6181243908	0.7988772347	0.9853186651	1.6382263663	0.6739961099	0.5246942865	0.7486386369	0.6885287052
M00064	0.4751624421	0.2795130941	0.2118454718	1.2002812812	0.6426628319	0.1488554189	0.2055175480	0.2196666577	0.2319522406	0.3941453740	0.1511939035	0.1519132130	0.2251280112	0	0.2576915097	0.1993231138	0	0.3470950131	0	0	0.3621227715	0	0	0.4880906623	0.3766990404	0.5852977200	0.1614384513	0.1894540170	0.1606397649	0.2454729325	0.1801108162	0.0859361174	0.3176872548	0.3858879946	0.9782211959	0	0	0.0547718250
M00077	0.1614078102	0.4700619006	0.3742415772	0.4325828260	0.5653747033	0.1774996799	0.3044195614	0.3599055927	0.4081043008	0.7214437846	0.2338630216	0.3851185259	0	0	0.2832971786	0.1186473231	0	0.3335346010	0.2791691646	0.1491861720	0.1739145765	0	0	0.4040913495	0.4007000829	0	0	0.2841364566	0.3901013701	0.3660818239	0.4703518563	0.3464689541	0	0.3377493351	0.5206328456	0.3828397906	0	0.3683868901
M00078	0.2329123737	0.1946625200	0.1148717130	0	0.2167902746	0.0833885511	0.1235376518	0.1501847595	0.2376051673	0	0.0511966631	0.1615967486	0.1744749333	0	0.1228269106	0	0	0.1171539243	0	0	0	0	0	0.2734954300	0.1367152886	0	0.1223625355	0.1296442630	0.1922192218	0.1440952346	0.1093334222	0.1370424464	0.1460067839	0.2120711149	0	0.1313916835	0	0.1712839098
M00079	2.5517295416	2.7690940361	1.3198128234	0	0.9540352189	0.8328571957	1.0117803740	1.9970206942	2.4920409498	0.1027046813	1.9205013725	1.5753143585	1.1801262810	1.4422285024	1.9875731071	1.3866619721	1.1626759443	1.6774858843	1.0675383619	1.1270252140	1.2290311264	0.6661353116	0.9845354934	2.2654415992	1.7174149399	1.7307143324	1.4667993746	1.3201284680	1.9399125602	1.9696272656	2.4459702407	2.1783654967	3.1032927318	2.4961913816	0	2.4780694698	1.1628288781	2.3937680296
M00080	0	0	0	0.3231519806	0.4191714084	0	0	0	0.1483252170	0.3136846012	0	0	0.1237967032	0	0	0	0	0.1578283550	0	0	0	0	0	0.4668214397	0.2899073222	0	0.0618118629	0	0	0	0.1221818778	0	0	0	0.3536037863	0	0	0
M00081	0.6987009206	0.6478283792	0.2634303718	0.1071358563	0.1851926488	0.1474064739	0.2473221026	0.5467834271	0.6925319433	0.0336336278	0.2975365732	0.4500209775	0.6396612311	0.4919618600	0.2762500563	0.1598069131	0.0867920096	0.4944027062	0.2024046873	0.3049658285	0.3097126485	0	0.6383541716	0.4469340228	0.3043867830	0.6554001303	0.3902955168	0.1942568904	0.4736609899	0.4455251581	0.1857604174	0.3569840419	0.2777222094	1.0898607737	0	0.3643914506	0.0868034258	0.5059285184
M00082	0.9673995745	0.8390529156	0.6505194448	0.8748169842	0.7973367627	0.5457863418	0.7087673826	0.8313771473	0.8638996746	0.6198891077	0.6614201539	0.8191546376	0.8110818858	1.0404162516	0.7580631154	0.9325754140	0.8739491501	0.9873890000	0.8660517777	0.7846323457	0.7416444625	0.8425049707	0.6912174210	0.9443565997	0.7587423082	1.2126309193	0.8206187307	0.8030287299	0.7060457936	0.8216877838	0.7941305105	0.7834457134	0.8042119413	1.0575839825	1.0657915006	0.7754831839	0.8740890871	0.7528625713
M00083	1.2762479576	1.2702661932	1.0236075874	1.1343424837	1.0101740520	0.7538569734	1.1204578131	1.1612553832	1.2778364047	0.9568802721	0.9734859798	1.0635016728	0.9667429622	1.6134664038	1.0894904296	1.2252553413	1.6345320770	1.4626498586	1.1875681078	1.0672349541	1.3005395421	1.1584436680	1.1094655996	1.2057386485	1.0198254249	1.6159628338	1.1488985313	1.2372373116	0.9378887778	1.2193944607	1.2114831676	1.2584342946	1.0980141569	1.5781485595	1.1818357119	1.3312629271	1.6347470768	1.2040904944
M00086	3.6244063372	3.0843718920	1.5184568276	1.1467364057	1.9303721920	1.3521561439	1.4384627004	2.4014843089	2.3516688324	1.8807542359	2.1844627590	1.8818606365	1.9202192827	2.5214696710	1.8743245081	1.5690878531	2.3373863284	1.5174276656	1.0523921968	1.3983776725	1.5958694914	1.5562913825	1.2954439423	2.2259544680	2.0149092564	1.8201422677	1.9078253904	1.5619968420	1.9556354147	2.5638797645	2.7743181637	2.0836771783	3.4128676745	3.2929044525	1.4552687371	2.1509272548	2.3376742775	2.5973556360
M00087	0	0	0	0	0.0534165497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00088	0	0.0945025816	0	0	0.4791144939	0.0543800729	0.2053023850	0	0	0.6379046007	0	0	0	0	0	0.3838222639	0	0.2907832158	0	0	0	0	0	0.3807859012	0.2746870461	0	0.1501752514	0	0.1336406196	0.1053233499	0.1019960602	0	0	0	0	0	0	0.0849195555
M00089	0.1247024353	0.1504315886	0.1663069091	0.3270515874	0.2576749738	0.1465675987	0.1721876735	0.1151130748	0.1563030761	0.2084068775	0.0818980867	0.1321358464	0.1433327328	0.1854076263	0.1663820782	0.1915605121	0.2798339874	0.2578094416	0.1070477302	0.0548666266	0.1049342746	0.1937609757	0.0618014591	0.2276318834	0.2023884699	0.1818576485	0.1632765686	0.2270054986	0.1761767650	0.1445159929	0.1502826074	0.2090666959	0.0472768074	0.1702704230	0.2641597344	0.2066808623	0.2798707957	0.1462421124
M00090	0	0	0	0.0448089265	0	0.0561426264	0	0.0755214807	0.0212819245	0	0	0	0	0	0.0761171292	0	0	0.0374786496	0	0	0	0	0	0	0.1031396375	0	0	0	0	0.0492328907	0	0	0	0	0	0.0667060219	0	0.0724448632
M00093	0.9229346748	0.7832084139	0.5322477728	1.3347437223	0.7247822075	0.5412197274	0.4830337271	0.6028904579	0.6240700896	0.2195296338	0.4763472826	0.6522808790	1.0825144901	0.7502097161	0.6847601004	0.9336926466	0.8656906452	0.6235070960	0.3205507100	0.4065490377	0.6958084216	0	0.5345061371	1.1130843095	0.7665512358	0.6430766230	0.6654079796	0.6053657159	0.8010415314	0.7941779079	0.9541992026	0.4966352486	1.1835786691	1.0225409257	1.3078068346	0.6053544090	0.8658045147	0.7632023658
M00096	1.3306516653	1.1834715294	1.0774632469	1.2472931229	0.8830483405	0.8807339854	0.9962301186	1.1107928379	1.1209765041	0.7974511003	0.8847065561	1.0263731059	1.1351407111	1.3051746405	1.1835685358	1.1488174054	1.2980868993	1.2285397401	0.7441901311	1.1311356939	1.0679721551	0.8738336527	1.1628850833	1.1330484517	1.1170145257	1.4964989494	1.0713781119	1.0192893554	0.9930438585	1.2391799731	1.1870471597	1.1202422763	1.4184783809	1.3965086515	1.0959726711	1.1939183745	1.2979900023	1.2008925429
M00097	0	0	0	0	0	0.0175068056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00101	0	0	0	0	0.0198012712	0.0093824375	0	0	0	0.0871341443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00106	1.3833736076	1.3242866263	0.7566241724	0.8458050231	0.5245793740	0.7688113106	1.2004301742	1.0728756742	0.9265478037	0	1.2787767104	1.4987143049	0.7233736068	1.9518652881	1.2606855743	0.7513142027	1.4504195896	0.7976889756	0.7625982889	0.8597502459	0.9477787522	0.7823390716	0.4822679934	0.9179648821	1.1489168405	0.9604356957	1.3160774213	0.6927702658	0.9415038023	1.2740571149	1.5368510082	1.1372377562	0.9144871363	2.1007265143	0	1.4725853333	1.4506103720	1.4541093675
M00114	0.7240349394	0.7485166034	0.6014695972	0.6505225092	0.6978782033	0.4335685091	0.6063764202	0.7430240658	0.7594904361	0.5081760636	0.5778818391	0.6429430068	0.5103441990	0.6124960560	0.6712297377	0.5952257696	0.8033097138	0.6438039821	0.3636797089	0.5247335500	0.3698004674	0.4414805556	0.4575593686	0.7768771452	0.5977320346	0.5783892278	0.5975167353	0.6263805811	0.5842616259	0.7231812474	0.7556061762	0.7287917633	0.7790818192	0.5388892864	0.9394613644	0.7151549563	0.8034153780	0.7490825935
M00115	1.1210022444	1.0629703478	0.8499900071	0.9668315475	0.7408701061	0.6074507932	0.7488484025	0.8698152650	0.8847289074	0.2651621208	0.7647575827	0.8391513976	0.7359272344	1.0201176409	0.7187030366	0.7353400182	1.0263974309	0.8961495486	0.7037897079	0.8326114286	0.7494847459	0.4903135347	0.7697560567	1.0306415385	0.8373480194	0.9643961033	0.7622183172	0.8266346493	0.7501870668	0.8658540444	0.9364263737	1.0227502683	1.0793984196	1.3045671061	1.3809536356	0.9304875538	1.0265393699	0.9270900664
M00116	0.8027596377	0.6353020875	0.3483413652	0.8597264259	0.5285215521	0.2234188578	0.3316655166	0.5684155482	0.7978810618	0.0282513761	0.5054989582	0.4147168740	0.5046036490	0	0.6749875454	0.4125603260	0.5057289028	0.4541450796	0.3045802360	0.4745490302	0.0975175260	0	0	0.9234713041	0.5870570041	0.5523282167	0.3954779026	0.1995113091	0.4211066183	0.5412786365	0.5574766094	0.4385851862	0.6488489720	0.9744755975	0.4366235913	0.5484620236	0.5057954244	0.6610976894
M00117	0	0.1490764581	0	0.9272727318	0.4671701593	0.1018450568	0.1352850519	0.1183311995	0.3982993222	0.2012863046	0.1714380042	0	0.1918458095	0	0.1506125788	0.1855299116	0.2178261098	0.2268995128	0	0	0	0.0853304175	0	0.6290532356	0.3023867171	0	0.1243332941	0.1814166178	0	0.1209584609	0.1779779250	0.1018511509	0	0	0.3143247396	0.1693658317	0.2178547618	0.1592523992
M00118	0	0	0	0.2387370408	0.1978947674	0	0	0	0.0663921709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1211207248	0.0604708651	0	0.0201671212	0	0	0	0	0	0	0	0	0	0	0
M00119	0.9886140459	0.9728409604	0.9982313571	0.7453338380	0.5834561151	0.6534712787	0.8943445292	0.9340984264	0.9455722707	0.2403067924	0.9040657661	1.0291300820	0.8194358189	1.2633206487	0.7860256313	0.9390119931	1.0288922174	0.7717263537	0	0.9172790434	1.0389277616	1.1953032659	1.2052963171	0.8951491263	0.8710799222	0.9871231999	0.8573217881	0.9230280407	0.8472604997	0.8255450527	0.9105894541	0.9385246765	0.8931739015	1.3952847629	0	0.6206759882	1.0290441529	1.0467615569
M00120	0.5883752684	0.5721526105	0.5026990497	0.6878135775	0.5440985711	0.4729051470	0.5136094824	0.5814746644	0.6563789086	0.5243298498	0.6950585513	0.6150647791	0.6067888298	0.7008242869	0.5136111550	0.5674890257	0.7432810367	0.6139468645	0.4540247296	0.4483157561	0.5329401548	0.4488831776	0.5790534471	0.6117389907	0.5084304445	0.4393269973	0.5946632333	0.8178754408	0.5873528751	0.5966835076	0.5760571479	0.4692233816	0.4394651828	0.8151999844	0.5080684636	0.6480469581	0.7433788049	0.5345491660
M00121	0.1856053284	0.3758210163	0.4224350575	0.5702313288	0.4296190046	0.2997106576	0.3524428315	0.3178474625	0.4549699288	0.1607437290	0.3362753749	0.2746227967	0.3625365435	0.4595494027	0.4116571813	0.3080903809	0.3923622692	0.4148003412	0.4011215160	0.3160027441	0.3036714206	0.2100314300	0.2929223655	0.5512731733	0.4706829250	0.3927354395	0.3618889075	0.3278928442	0.3009347781	0.3860696450	0.4514110377	0.2950351552	0.3664779211	0.3571195255	0.7077104193	0.3160127298	0.3924138790	0.3205948858
M00122	0.3561315101	0.5514034356	0.6701815630	0	0.3700316298	0.2775171202	0.4265640480	0.5616670651	0.7259408786	0.0415101858	0.5232378196	0.5099844521	0.6361060550	0.3941329081	0.5814505755	0.4000457312	0.3465425821	0.6293785910	0.2078833549	0.6437334394	0.7049037055	0.3864735919	0.5544897927	0.5041287394	0.3984246310	0.5532261269	0.6205661923	0.7998642185	0.5123153172	0.4788419529	0.5460948465	0.5139792947	0.8746556165	0.3029112226	0.2139055650	0.5111748391	0.3465881649	0.4846588161
M00123	1.3387114265	1.2428112331	0.6657951598	1.1824171546	1.0847301192	0.5663170755	0.6449020409	0.9757011756	1.3336367966	0.3051475091	0.7941820184	0.8555571217	1.0002746035	0.9963594477	0.9365846281	0.7528250358	1.1583791514	0.9350336411	0.8217054467	0.8612732567	0.8691376012	0.5709506286	0.2215928624	1.2278764871	1.1929662419	0.9443624507	0.7758268610	0.7832127272	0.7330407131	0.9906646492	1.3201637885	0.9492365638	0.9604187108	1.3129786828	0.7775171711	1.1414357720	1.1585315200	1.1599760496
M00124	1.0353966984	0.8864615792	0.6995338626	0.7065862033	0.6744665886	0.5720876794	0.6706261437	0.7049403425	0.7826683148	0.4171523056	0.6948980291	0.7559909076	0.7132425118	0.7769938990	0.7062666956	0.6799594669	1.0020909557	0.7850844725	0.3228288868	0.8988888598	0.7014605956	0	0	0.8993095270	0.6974527450	0.9813520747	0.6324586679	0.4863815345	0.6849289681	0.7888748925	0.9302698695	0.8223811374	0.7969799695	1.3685102618	0.2524621804	0.6198219258	1.0022227668	0.8559609065
M00125	0.9450834068	0.9136627490	0.9749887662	0.3062007913	0.8146078544	0.4716224399	0.6606629529	0.7584982151	0.7888105579	0.5128923736	0.8203530370	0.7739222840	0.5138624036	1.1224557442	0.6531594428	0.7459086849	0.6012206859	0.6479674214	0.5713588512	0.8799834811	0.7319208646	0.5934629478	0.8979135627	0.8096234395	0.7558761606	1.0970768265	0.7415229933	0.7180263459	0.6968608943	0.7188279548	0.8511491156	0.9497462334	0.5857396162	0.4652383205	0.5876836998	0.6376331255	0.6012997681	0.8087762469
M00126	1.0010765413	0.8901332945	0.7875452408	0.8798645735	0.5574967435	0.4668264606	0.5507817335	0.8007772757	0.7524204400	0.1179095202	0.5152464926	0.7416452657	0.7600482741	0.6487462319	0.6246310667	0.5939446230	0.6973037550	0.6488234540	0.5080716940	0.4292416909	0.5889455049	0.2110633931	0.3713545951	1.1082962300	0.7161553928	0.6820089871	0.6668476495	0.7598523913	0.5852543348	0.7065681811	0.8657348096	0.6759476090	1.0082067065	0.6095799774	0.6116307104	0.7849959915	0.6973954756	0.8073797849
M00127	0.7569485893	0.9651143378	0.8544394339	0.7852260030	0.5825768506	0.5742702820	0.9507932107	0.9220317820	1.0009172112	0.7423066465	0.9457790541	0.8932925380	0.6747297243	0.9812489346	0.9657572760	0.8215940514	0.9366739828	0.8440500714	0.6174668727	1.2806014166	0.9595910260	0.8705137240	0.7144882719	0.9393379458	0.8788473817	1.0535619797	0.8865526196	0.8974453415	0.9423379932	0.8855563445	0.8877051382	0.7876460677	0.9300223129	0.5175390187	1.2084887304	1.0119771150	0.9367971892	0.8278923271
M00129	0	0.6957107357	0.5939546695	0.7582476338	0.9434506880	0.4674756852	0.5803920244	0.5093882497	0.6027690795	0.7666349753	0	0.4909230629	0.6410114393	0	0.6615423021	0.5139705899	0	0.3629019557	0.5173046911	0	0	0	0	0.8075250454	1.0438029493	0	0.4516389824	0.4700528798	0.6907388438	0.5632706620	1.0618434302	0.5925755044	0	0	1.0345839745	0	0	0.6131178509
M00131	0.6114540742	0.2041182279	0.2274274920	0	0.2632612904	0.0909765260	0.1327605178	0.2189569249	0.2403169534	0.1530155257	0.1441202195	0.1777867094	0.1274175281	0	0.1772274980	0.2921526217	0.1787446889	0.1539162127	0.1174709054	0	0	0	0	0.2693094186	0.2009144818	0	0.1517977103	0.1638686593	0.1256321580	0.1725407560	0.2369231660	0.2452999663	0.3650605129	0	0	0.1745199449	0.1787682003	0.2314666345
M00133	0.2574595019	0.2270603387	0.3855496455	0.1787966664	0.2984856651	0.2346164628	0.2659779657	0.2840438265	0.2731174653	0	0.2841742221	0.2375002635	0.4657271554	0.1841581813	0.2657552472	0.2019978148	0.1612816957	0.4607526851	0.2903709874	0	0	0.1983159277	0.6105912337	0.5344849768	0.2529211280	0	0.3403998479	0.4380033532	0.3819396952	0.2981187915	0.2896668841	0.2416338968	0.2438031383	0.2053211923	0.6873514934	0.2222549837	0.1613029101	0.1909595881
M00134	0	0.2263798991	0	0.9478930385	0.5182872815	0.1351410521	0.0695304379	0.0854946168	0.3935802954	0.7969044063	0	0.1998335294	0.1723873154	0	0.1395390208	0.3026925768	0.6877798693	0.1310192232	0	0	0	0	0	0.5890078725	0.3356421437	0.3401106821	0.1503506436	0	0	0.2346338651	0.1081506464	0	0	0	1.4577953876	0	0.6878703372	0.2653265350
M00135	0.2892461572	0.2353566833	0.1165982522	0	0.1262571169	0.1107330600	0.1123654911	0.1956587369	0.3342483005	0	0.2151785127	0.1735709240	0	0	0.3329745460	0.2106357724	0.3376399535	0.1865894270	0	0	0	0	0	0.1011841026	0.1994353706	0	0.1653917903	0.0729833611	0.1653664764	0.1749259545	0.2460833663	0.2022534322	0.3293536983	0	0	0.2438618463	0.3376843653	0.2498489504
M00136	0	0	0	0	0.1823135588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0282874796	0	0	0	0	0	0	0
M00138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163899122	0	0	0	0	0	0	0	0	0	0	0
