	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S1	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S35	S36	S37	S39	S3	S40	S4	S5	S6	S7	S8	S9
M00140	1.0344698874	0.9199636262	1.0276726842	0.8884928583	0.9403604647	0.8879136091	1.0791513085	0.9467809286	1.0888661819	1.3119910917	1.0730208606	1.0961704810	1.1743947433	1.6185336517	1.0816790736	1.0068544379	1.4311756071	0.8747500735	1.0452235787	1.1536528533	1.0695565668	1.2171080505	0.8892267826	1.1248426396	0.9457419011	1.2698062910	0.9784678598	0.7635738975	0.9153444373	0.9646974743	0.9318872205	1.1801990774	0.8502458610	0	0	0.7832012994	1.4313638583	0.8806718151
M00144	0.9894582017	0.7503235246	0.5879214041	0.4102101629	0.5770753220	0.5188569986	0.5032861630	0.6962910278	0.7661655163	0.6960470227	0.5008281880	0.5349884232	0.4218053899	0.3188770101	0.7912819433	0.4503638818	0.4135478385	0.5939908438	0.1387906350	0.3385534451	0.3764608764	0.2010943421	0.1318608904	0.7677724332	0.6400947160	0.4879743244	0.4446521928	0.4914795623	0.5075614241	0.5902766998	0.6348701786	0.6388259066	0.7319149800	1.0355690342	0.1950267774	0.7077183632	0.4136022350	0.7581562052
M00145	0	0	0	0	0.0009739870	0.0010017784	0	0	0.0083412241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0100926096	0	0	0	0	0	0.0026917379	0	0	0	0	0	0	0	0
M00149	1.3354983542	0.9315787939	1.0031886153	0.9258786339	0.5456236212	0.4644122848	0.6710904000	0.8237336942	0.8418448203	0	0.5316074279	0.7820892312	0.7975852309	0	0.7694573389	0	0.7505377123	0.5247462850	0.8596702653	0.4047826576	0.4185705689	0.4739767990	0.7454279193	1.1588405342	0.7252441362	0.9473645985	0.5128139118	0.5164026870	0.6214251085	0.7123188157	0.7746965987	0.8140088584	0.8097284114	1.0078609074	0	0.7311773733	0.7506364351	0.7448773533
M00150	0	0	0	1.0230846896	0.3146416730	0	0	0	0.2256900669	0	0	0	0.3512981560	0	0	0.6045888861	0	0.1478253553	0	0	0	0	0	0.4087276654	0.2399900744	0	0	0	0	0	0	0	0	0	0	0	0	0
M00153	0.7877607446	0.7824689579	0.3057958394	1.4488515981	0.9332245447	0.2937759408	0.4130257020	0.5332073180	0.8044409986	0.0789420996	0.7407762819	0.5100938449	0.2697358764	0.7278565621	0.6467797266	0.7840513455	0.8178862847	0.5038621047	0.4538918887	0	0	0	0	1.1479590425	0.7236374776	1.1397541678	0.4098493813	0.5482113380	0.4635241477	0.5051256083	0.4729749054	0.5639092982	1.0047272349	0.8212870325	0	0.8876736824	0.8179938662	0.6573039076
M00155	0	0	0	0.0951020213	0.0574410342	0	0	0	0.0575371666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0323314310	0.0187081522	0	0	0	0	0	0	0	0	0	0	0	0	0
M00157	0.9723411141	0.9081846336	1.3594960305	1.4555046566	1.2158605368	0.7274500784	1.3084142725	1.0594841722	1.0574335096	1.0953744525	1.3466218955	1.1516227247	1.2835492102	2.2207567543	0.9535071058	1.2433541824	1.3511287791	1.0497827482	1.1295333923	1.3002358491	1.0625186261	1.4034685992	1.3175538458	0.9277720215	1.0575902809	1.6940265574	1.2085705204	1.2946993770	1.1587031998	1.0105507588	0.8929593980	0.8241687563	0.9548103658	1.2309284534	1.5180480172	1.1375542346	1.3513065012	0.9133259696
M00159	1.2398235612	1.0482513224	0.4654300995	0	0.7846355693	0.5700716049	0.4770062960	0.7466165934	0.7699300745	1.3324362578	0.5509098038	0.7461883711	0.5777453533	0.3950780098	0.6726909327	0.6955813177	1.0011460457	1.0703712859	0.5378085260	0.6025006356	0.4246190791	0.4878135349	0.4528341749	0.4749934933	0.5092197216	0.7159785050	0.7169056071	0.8995588822	0.6989178588	0.7611893641	0.9014969733	1.1107511887	1.1258268210	0.4052812737	0	0.7835773053	1.0012777325	0.7565115430
M00164	0.9723411141	0.9081846336	1.3594960305	1.4555046566	1.2158605368	0.7274500784	1.3084142725	1.0594841722	1.0574335096	1.0953744525	1.3466218955	1.1516227247	1.2835492102	2.2207567543	0.9535071058	1.2433541824	1.3511287791	1.0497827482	1.1295333923	1.3002358491	1.0625186261	1.4034685992	1.3175538458	0.9277720215	1.0575902809	1.6940265574	1.2085705204	1.2946993770	1.1587031998	1.0105507588	0.8929593980	0.8241687563	0.9548103658	1.2309284534	1.5180480172	1.1375542346	1.3513065012	0.9133259696
M00165	1.0770224963	0.9762031816	0.8402267796	1.4932745574	1.0664313241	0	0	0.7963974644	0.9387666260	0	0.9331615728	0.8399614114	1.0141608300	0	0	1.0269715669	1.1971767782	1.1714862822	0	0.9064441181	0	0	0	1.1575487206	1.0197019542	0	0.9893287678	1.2057121381	1.0513586111	0.8453894380	0.9202783519	0	0.9650191795	0	0.9212537541	0.9539739897	1.1973342501	0
M00167	0	1.1343288591	0	1.8671414160	1.1633879241	0.8359478788	1.0109145917	0.9182964419	1.1280403560	0	1.1078597660	0	1.1095458425	0	0	1.1430054894	1.4347759791	1.4078357311	0	0	0	0	0	1.2998281455	1.1625807026	1.4357151216	1.1573836631	1.4719887227	1.2148610470	0.9917611695	1.0433162757	1.2243183871	1.0956873746	0	1.2283383388	1.1681559193	1.4349647038	0.9275528996
M00168	0	0	0	0	0.5621665343	0	0	0	0	0	0	0	0	0	0	0	0	0.4985889936	0	0	0	0	0	0.7405541723	0.5398110796	0	0.4086840752	0	0	0	0	0	0	0	0	0	0	0
M00169	1.0077915328	1.1006324497	1.3785449521	0.4708769783	0.8625694929	1.0514469367	1.0889069445	1.0714269887	0.9471676954	1.6017026704	1.0738545489	1.0376115724	0.6927041567	1.0381705934	1.0907983531	1.0003691218	1.1592217485	0.6381200489	0.3464542469	0.8809495124	0.8662312561	0.7246020729	2.0500219346	0.7828346080	0.8746799219	1.3964079201	1.0740272468	1.2718199678	1.0153093986	0.9953822337	0.8697838394	0.8693162957	1.0266331721	1.1771958702	0	0.8370503812	1.1593742280	0.9943254798
M00170	1.4235734396	0.8922907696	0.7844811795	0	0.5073875638	0.5725205710	0.7333340776	0.6877123132	0.7730187949	0.4944521315	0.8495593000	0.8103607389	0.8368489298	0.6065388023	0.6799820385	0.6985844632	0.9120939942	0.6704787864	0.3492517878	0.9918337848	0.8892331480	0	0	0.8032844590	0.7454887362	0.9342224823	0.7262163871	0.8338590609	0.7838956764	0.8587502720	0.8946259933	0.8543956933	0.9318992040	0	0.6605835063	0.8875900661	0.9122139674	0.8661441320
M00171	0	0	0	0.1967620009	0.5053660737	0.4794365522	0.5731649536	0	0.6206008493	0.5281990314	0	0	0.6516295273	0.1730284322	0	0	0	0.5069219896	0	0	0.4525685305	0.1889604038	0.5115414817	0.6043390056	0.5738953761	0.6930589574	0.5781334094	0	0	0.6409076612	0.6331438137	0.5056214842	0	0.7217692300	0	0	0	0.6579079930
M00172	0.7982631429	0.8702398075	0.9505383622	0	0.8187917858	0.6524230347	0.7645656675	0.7890226621	0.8294629622	1.1310879715	0.7421549322	0.7798051586	0.5940076642	0	0.8617499991	0.8504201502	0.8685467951	0.5880803872	0.3043100625	0.5368052968	0	0	0	0.5858485628	0.7705127358	0	0.7803385758	0.8519762683	0.7013621357	0.7179636998	0.7369803059	0.7597225947	0.8063891406	0	0	0.7834742891	0.8686610403	0.8196215480
M00173	0	0.7989785667	0	0	0.7261508990	0.4489079649	0.6004980192	0.7200334223	0.7943699954	0	0.6711680574	0.5568076172	0	0.3088089614	0.6715920900	0.5947045608	0.7760653166	0.5621498370	0	0.4166005532	0.4134209920	0	0	0.8504827327	0.6723813159	0.5429798342	0.5288639768	0.4702846966	0	0.6784737266	0.6603906704	0	0	0	0.3755468133	0.5997776040	0.7761673971	0.7214703152
M00174	0	0.0196690744	0	0.4944829837	0.2443827890	0.0272848686	0	0.0291115515	0.1345255617	0	0	0	0.0796216459	0	0.0552270968	0	0.0292905266	0.0713330465	0	0	0	0	0	0.2746524227	0.1611322577	0.0648468110	0.0320621331	0	0	0.0315086409	0.1064617002	0.0270829805	0.0340578230	0	0.3659931129	0.0468317142	0.0292943793	0.0359625361
M00175	0	0.0403554148	0	0	0.0250541657	0.0183299783	0.0468071171	0	0	0	0	0	0	0	0.0677564830	0	0.1121104975	0.0183331791	0	0	0	0	0	0	0	0	0.0268328472	0.1133540407	0	0.0363312819	0.0240519292	0	0	0	0	0	0.1121252440	0.0426223341
M00176	0.2325688313	0.1795382932	0.1643157185	0	0.1970394403	0.1830487939	0.1489118656	0.2044834817	0.2382934938	0	0.0981604368	0.1713761615	0.1399876930	0	0.2367385008	0.1379480145	0.2026817044	0.2168687183	0	0.0732601334	0.0929114787	0.1583951800	0	0.2283855103	0.1822137421	0.2077748302	0.1655974334	0.1098246829	0.1848244216	0.1800827532	0.1873705239	0.1728549902	0.3439643905	0	0.2521796483	0.2666900701	0.2027083643	0.2200460571
M00177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037061827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00178	1.3510963154	1.0750358242	1.1641253122	1.3086582501	1.1106914234	1.1514189738	1.1352702350	1.1005862864	1.0912495617	1.3355750557	1.0902158315	1.1354914017	1.2759565729	1.4983494258	1.0497458780	1.2830190360	1.3005861299	1.0710570911	1.3060004523	1.4324840191	1.3721166880	1.4370480546	1.4620620498	1.1646421075	1.0815560033	1.3541294227	1.0460998450	1.2227806708	1.1325969623	1.0688433188	1.1601062723	1.2577669661	1.1902231092	1.6054330247	1.5345997857	1.1938592215	1.3007124124	1.0727252484
M00179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0802532229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00183	1.0972220020	1.2361229174	1.2384653220	1.2056441216	1.3298737652	1.1431431092	1.1919841111	1.2050038386	1.2430943751	1.5878374963	1.3629165586	1.1592137270	1.5552422515	1.1058305870	1.2039400011	1.3454737598	1.0998555092	1.2508407912	1.1987698380	1.0970796816	1.4323311358	1.2979471351	1.1667102699	1.1487012920	1.0072765432	1.3395375955	1.1090307283	1.1283204096	1.1810434766	1.2055968326	1.2899962144	1.1407540685	0.9401256634	0.9406299540	1.1484934344	1.1530510224	1.1000001799	1.2366920008
M00185	0	0.0777893773	0	0.0774854836	0.3511023669	0.1888232152	0.0782206121	0.0720507963	0.0479737108	0	0.0264819178	0	0.0934086144	0	0	0.1299717153	0	0.1260203972	0	0	0	0	0	0.3133964946	0.1295822717	0	0.0917160722	0.1306703949	0	0.0205780206	0.0805807609	0	0	0	0.3655459118	0	0	0.0381636981
M00188	1.1195522796	0.5170547215	0.8629317530	1.1718078422	0.7916422390	0.5397339733	0.5492357366	0.6193999848	0.5830666306	0.8314069143	0.5054264326	0.5687414744	0.5882576156	1.0218396046	0.7649183423	0.8631484918	1.0000974564	1.0280281632	0.7983470749	0.6433611424	0.2039917005	0.9838007327	1.0274188141	0.9485915732	0.7548502713	0.7168243251	0.6361277901	0.8185637601	0.4592463784	0.9336122843	0.8126724551	0.7996018825	0.7073924294	0.6104046041	1.7237972814	0.5902870983	1.0002290052	0.5586909556
M00189	0	0.3490124580	0.3483944804	0.3371994846	0.3433519935	0.1626525556	0.3973177746	0.3950775662	0.4978589108	1.1714232076	0.2635319133	0.4022812375	0.7116462441	0	0.3332192424	0.5159556002	0.5094907400	0.3533373359	0	0.5129491782	0.7734121067	0.2876190592	0.3106585461	0.5355645186	0.4012953744	0.3655501327	0.4201366242	0.2788624010	0.3375977566	0.3384615560	0.4528337424	0.4422796468	0.5037627500	0.5048563652	1.0853695904	0.4052311691	0.5095577564	0.3748045049
M00190	0.4267184455	0.1642422739	0.3545994308	0.2369455492	0.7862519719	0.1700296965	0.2313807613	0.1862058281	0.1110443602	0.3152623233	0.2843591751	0.2425489565	0.4576118667	0.6995658077	0.2816751941	0.4609604474	0.1475623390	0.3417480427	0.5185767605	0.9638774963	0.4600724971	0.5918864447	0.5329315345	0.2250046322	0.2304439225	0.8977889787	0.1532275682	0.3919651828	0.3478089035	0.3926760780	0.1959784095	0.3195485617	0	0	0.7400451959	0.2108264867	0.1487375193	0.1572195049
M00191	0	0	0	0.2607536939	0.2720423826	0.0127913132	0.0099107119	0.0245001489	0.1059486344	0	0.0223612920	0.0205049994	0	0	0	0	0	0.0510481904	0	0	0	0	0	0.1530880769	0.1355262071	0.0900139716	0.0205327810	0	0	0.0230478868	0.0116357947	0	0	0	0.2006334238	0.0116790127	0	0
M00192	0	0	0	0.6854651464	0.2645214162	0	0	0	0.0997706597	0	0	0	0	0	0	0	0	0.0311435295	0	0	0	0	0	0.3735147467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00193	0	0.0550167625	0.0571872110	0.2422311419	0.2134094294	0.0374866122	0.0792611096	0.0442406674	0.0552473488	0.0644978296	0.0518625112	0.0712392446	0.0747149628	0.0791849825	0.0389695079	0.2967977667	0.0548319290	0.1533210827	0.0410938634	0.0817905848	0.0605125771	0.0796898561	0.1218129552	0.2718937654	0.0771348148	0.1411877920	0.0779397937	0.4683405303	0.0239981334	0.0789549842	0.0941707266	0.0514628075	0.0377700462	0	0.2529554336	0.0371541795	0.0548341211	0.0324145306
M00194	0	0	0	0	0	0.2216027905	0	0	0	0	0	0	0	0	0	0	0	0.2839864280	0	0	0.1142549066	0	0	0	0	0	0.1972504401	0	0	0	0	0	0	0	0	0	0	0
M00197	0.0349154846	0.1421515112	0.1665971835	0.3462533099	0.2909832444	0.2216027905	0.1651698624	0.1277986860	0.0635948565	0.1547208234	0.1982356197	0.1008899959	0.2216864380	0.1568532287	0.1148474830	0.1347085496	0.1457848086	0.2839864280	0.1385181019	0.1106487280	0	0.1779580231	0.2542331249	0.2631127484	0.1567842501	0.1280296604	0.1972504401	0.2822996727	0.1643116984	0.1254595225	0.1696584053	0.0916685227	0.0693432928	0.1222707732	0.4219451822	0.1243411704	0.1458039846	0.0769476745
M00198	0	0	0.1200867419	0	0.0385083411	0.0709455857	0.1053753829	0.0545094176	0.0484204716	0.0940963048	0	0	0.2731785356	0	0.0762732201	0	0	0.1710003078	0	0.2577693875	0	0.2111333513	0	0	0.0455740432	0	0.1049726140	0	0.2284829440	0.1171982627	0.0463393001	0	0	0	0	0	0	0
M00199	0	0.0517186267	0.1029635548	0	0.1406135579	0.0833961132	0.1720326295	0.1117318612	0	0.3029303151	0.1260237658	0	0	0	0	0.1183384237	0	0.1122485857	0	0	0	0	0	0	0.0206950212	0	0.1378790356	0	0	0.0276220081	0.0951587841	0	0	0	0	0	0	0
M00200	0	0	0	0	0	0.0066451581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049625278	0	0	0	0	0	0	0	0	0	0	0	0	0
M00205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243006670	0	0	0	0	0	0	0	0	0	0	0
M00206	0	0	0	0.0329488892	0.0153470186	0	0.0135147384	0	0	0	0	0	0	0	0	0	0	0.0211531083	0	0	0	0	0	0	0	0	0.0093813479	0	0	0.0052982954	0.0078315018	0	0	0	0	0	0	0
M00207	1.0005607000	1.1908791830	2.4111056972	1.4573559615	1.2565401310	1.4957302916	2.0989502839	1.3954733100	0.7022760653	1.7953464848	2.5203397329	2.0208658865	2.2754699694	2.4703275545	1.2156429899	1.3030528043	2.2786631183	2.3292385064	1.9772654806	2.7039479748	4.0684389207	2.8934391426	4.1178493787	0.3528696721	1.1091387648	1.3369236780	2.5677181920	2.5237070159	2.0071030479	1.6132710037	1.2705175669	1.7811152941	1.1480061281	1.5429554811	1.4925870069	1.3173523541	2.2789628446	1.1692537571
M00208	0.3837961568	0.4253270965	0.1336635906	0.7158798358	0.3675691381	0.1029440382	0.2643090001	0.3395818053	0.6683873662	0.0533274976	0.1212537588	0.4430280822	0.4680300780	0.2880581334	0.5445535716	0.2604896491	0.3219047730	0.6233345510	0.1251242815	0	0	0.1315967328	0	0.6180436623	0.4320543738	0.5901817503	0.4923283728	0.0829158763	0.2388375180	0.4503065518	0.6220174611	0.5279513228	0.8430664829	0	0	0.4489633302	0.3219471151	0.4562996467
M00209	0.2284932695	0.1981994175	0.0641178884	0.3822995311	0.5901699944	0.0841702391	0.0950345446	0.1615150738	0.3575299699	0.7518503465	0.0792477094	0.0721767419	0.2837036246	0.1041605993	0.1546584740	0.2172208685	0.5021753070	0.3001572628	0.2991673049	0.0463388556	0	0.0887105104	0	0.6307071577	0.2675124913	0.0686278615	0.1925387182	0.1283966533	0.0889684964	0.2047428841	0.3241323628	0.1954358796	0.1486110342	0.2226760524	1.0311953174	0.2742764922	0.5018706041	0.1161779290
M00210	0	0.6180431614	0.3321306275	1.0833686429	0.8529397970	0.3350863529	0.5538282478	0.9016077938	0.5981816844	1.0400454940	0.3817617371	0.6755755622	0.4382169371	0.6545662118	0.5568868696	0.4298131153	0.6368521839	0.4718959202	0	0.3600653971	0	0	0	0.7818778311	0.7963633053	0.7580891416	0.5176061461	0.5390519650	0.4995665889	0.6798913913	0.5974105992	0.6572449911	0.8918115936	1.3353162807	0	0.7613206564	0.6369359529	0.6017385384
M00211	0	0.3596660748	0	0.6306595112	0.3230595274	0.1205086084	0.2308023687	0.5151362442	0.5747880303	0	0.1638704422	0.3741864934	0.2290077978	0	0.1869133909	0.1374222168	0.5651492275	0.3622180541	0.3223431035	0	0	0	0	0.3047608691	0.4498737044	0.2628803762	0.3524151653	0	0.2426742514	0.3534595675	0.5076499980	0.4925720215	0.5663237688	0	0	0.6950901690	0.5652235650	0.4249045393
M00212	0.8097737639	0.5048433609	0.4268660438	2.0567573253	1.4935323054	0.2489585483	0.3009033879	0.4091694271	0.7147894037	2.2456987488	0.3460583445	0.5263002838	0.6795998137	1.2690822996	0.4954477387	0.8308498644	0.8653553975	1.7277378129	0.5961431763	0.5694669621	0.7772015634	0.3095720311	0.2171325620	1.2005958784	0.6385939025	0.7444833335	0.5122633688	0.7852474675	0.5246473848	0.5599107985	0.4731163995	0.6944319338	0.3403562690	1.3681440346	2.0228074010	0.6768166479	0.8654692229	0.2523422367
M00213	0	0	0	0	0.1303828130	0	0	0	0	0	0	0	0	0	0	0	0	0.0734928772	0	0	0	0	0	0.1386677169	0.0107233045	0	0.0047343773	0	0	0.0125104188	0	0	0	0	0	0	0	0
M00214	0.0927040028	0.3090808077	0.3696409448	0.5770142682	0.8671589684	0.1350591652	0.2063572851	0.1823356082	0.1819795295	1.4783551362	0.2214317272	0.3438587482	0.4415627223	0.7971560782	0.1912240613	0.5358780502	0.3789476559	0.4743969610	0.4018765310	0.2377407652	0.3524276759	0.1825397844	0.3247281869	0.3541539106	0.3029794049	0.2131844543	0.4221973622	0.5790524763	0.4481320815	0.2826319994	0.1645274705	0.5392206930	0.0988425154	0.3065070478	0.4246251901	0.2672856874	0.3789975012	0.1910548742
M00215	0	0.0244342683	0	0.5144638871	0.4388356929	0.0057066589	0.0073715402	0.0226603873	0.2071333459	0.0316913995	0	0	0.0657757871	0.2419133796	0	0.3325664260	0.0762351533	0.1375032325	0.1137013847	0	0	0	0	0.4666579806	0.1934970710	0	0.0441575343	0.0379449814	0.0120803464	0.0121179070	0.0117761519	0.0163056731	0	0	0.2102481505	0	0.0762451809	0
M00216	0	0	0	0.1648956184	0.1948264977	0.0347542721	0.0506485262	0.0224602576	0.0969437015	0.0810976718	0.0536169992	0.0521732279	0.0560441661	0	0.0260605274	0.0574214018	0.0741490842	0.1696982761	0	0	0	0	0	0.1051894342	0.0684765295	0	0.0754402206	0.1420654262	0.0239607115	0.0539035663	0.0518994558	0.0764651866	0	0	0.1459882150	0	0.0741588375	0
M00217	0	0.0072480026	0	0.1727874356	0.1560095857	0.0081459368	0	0	0.1041280894	0	0	0	0.1072699301	0	0	0	0	0.0985500100	0	0	0	0	0	0.2983239158	0.0963660533	0	0.0069213564	0	0	0	0	0	0	0	0	0	0	0
M00219	0	0	0	0	0.4266040775	0	0	0	0	0.6802283913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00221	0.6292757586	0.4223953517	0.6735990944	1.2495592366	1.3455253119	0.6466753179	0.5973178420	0.4306546648	0.4908347373	1.5767558736	0.6964791318	0.6167648996	0.7459330444	1.2614491726	0.5721227887	0.9134086826	0.9009368152	1.4038424637	0.9916424756	0.6844026345	0.7246747309	1.1899064244	0.6360746681	0.6314801384	0.4241154008	0.8701578458	0.7094700387	0.8481917956	0.6762020167	0.6383236722	0.5055258949	0.8260951370	0.7415508603	0	2.2606984505	0.6130747783	0.9002610184	0.3663589391
M00222	1.0868108168	1.2947813542	1.4086622791	1.4325953663	1.1853402065	0.8514938883	1.0736462176	1.3036617779	1.1103727602	0.6456500367	1.0701829246	1.3350229425	1.5864440026	1.8682934203	1.1334726217	1.1617896471	0.7264626523	1.2454589703	1.0419534986	1.4790951319	1.0808383448	0.9463964222	1.2495300359	1.2416862065	1.2823528343	1.5265917740	1.1365145858	1.4923566924	1.0237807910	1.2131911501	1.4645674183	1.0038823215	1.0332579624	1.3044951402	1.2600565210	1.2130489679	0.7265582084	1.1896239015
M00223	0	0.0508791964	0.0121981945	0	0.1507581649	0.0751352482	0.0584207495	0.0412906925	0.1320845632	0	0	0.0346863818	0.0583766464	0	0.0460044678	0	0	0.0862063504	0	0	0	0	0	0.0938412679	0.0723607597	0	0.0685375741	0.0228219938	0	0.0748285508	0	0	0	0	0.4151415679	0.0510129886	0	0.0313600235
M00224	0	0	0	0.3853399878	0.2309858371	0	0	0	0.1804706778	0	0	0	0	0	0	0	0	0.1059939222	0	0	0	0	0	0.3606777757	0.1409571572	0	0.0271475460	0.3087062357	0	0	0.0557327156	0	0	0	0	0	0	0
M00225	0	0	0	0.5524453799	0.3603677202	0	0	0	0.0869998338	0	0	0	0	0	0	0	0	0.1068982286	0	0	0	0	0	0.3633996165	0.2515217580	0	0.0107113598	0	0	0	0	0	0	0	0.5749348703	0	0	0
M00227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149926879	0	0	0	0	0	0	0	0	0	0	0
M00228	0.0472609061	0.0429714398	0.1520566794	0.1141878239	0.2031113653	0.1092143345	0.1848593567	0.1501760765	0.1056979763	0.0535611191	0.2709771037	0.1976180513	0.2292374808	0.1623414285	0.1203176131	0.1730577829	0.1507959522	0.1075726618	0.4853495374	0.1579258159	0.1316670470	0.3593286846	0.4342982114	0.1711803598	0.1609789076	0.0621769615	0.2297784358	0.2333086619	0.1619385429	0.1807618900	0.1315290176	0.0614487233	0.0565512844	0	0.1927513121	0.0376404679	0.1525504082	0.0431070100
M00229	0	0	0	0.4719606802	0.2448999037	0.0030982757	0	0.0048667272	0.1395381265	0	0	0	0	0	0	0.1266320497	0	0.0651025925	0	0	0	0	0	0.3434756469	0.1552955852	0	0.0165257519	0	0	0	0.0351117107	0	0	0	1.0342899056	0	0	0
M00232	0	0.0063547094	0	0.0950957153	0.2265901467	0.0071322136	0.0194232418	0.0152423098	0.1418009777	0.0079043038	0.0278147600	0.0238411800	0.0228561294	0.0317917758	0.0108387814	0.0305092631	0.0209132724	0.0581625061	0.0254465655	0.0349493217	0	0.0377391098	0.0416361014	0.1743988623	0.1211027845	0.0337791637	0.0156578889	0	0.0178795403	0.0121958776	0.0070822515	0	0	0	0	0	0.0209160232	0.0084805863
M00233	0	0.0035532275	0.0495018898	0	0.0391246275	0.0073906623	0.0104012521	0.0314932831	0.0099645190	0.0105841424	0.0146671405	0	0	0	0.0079687349	0	0.0418419706	0.0180555790	0.0413922656	0.0442876413	0	0.0344560386	0	0.0143534391	0.0324893541	0.0206743297	0.0220310534	0	0.0396145118	0.0156548199	0.0090571036	0	0	0	0	0.0323823676	0.0418474744	0.0123293520
M00234	0	0.0105812301	0	0.0550130141	0.0092374971	0.0137882546	0.0145507904	0.0150177451	0.0123343571	0	0	0.0149932332	0	0.0646369802	0.0140725381	0	0	0.0117522746	0	0.0180237121	0	0	0	0.0170523589	0.0067428720	0	0.0090857482	0	0.0183519489	0.0125334556	0.0107113580	0.0224476894	0	0	0	0	0	0.0079682634
M00236	0.8246165996	1.1711847586	1.7050032797	2.8525145520	1.5043667034	1.4829879613	1.5367552883	1.2891781779	1.1834054946	1.4467425887	1.8901599242	1.4751183098	2.0757790014	2.8012713496	1.1934060684	1.8408757903	1.5855014070	1.5040821301	1.8382416585	2.3076015702	2.9873692830	2.1997196265	2.6407660763	1.3957847239	1.4071287413	1.7934402548	1.6738767224	1.4108332275	1.6211767064	1.4162376418	1.2235870955	1.1820491100	0.6964001137	1.2677235769	3.1443781707	0.8606254469	1.5857099576	0.9627833813
M00237	0.6161320319	0.3779592759	0.8674537317	1.1928742831	0.3356722508	0.3834620811	0.6166552153	0.3680564213	0.3090980206	0.0873866129	0.4917795892	0.4587920126	0.6585615248	1.0424730893	0.3512564548	0.4912488050	0.6679592549	0.5963941482	0.5856055395	0.7995356212	0.8309274082	0.7430052847	0.9138056151	0.5115346065	0.4195341682	0.5259532257	0.6500535982	0.6421325304	0.6013809233	0.5515097707	0.3399228730	0.5970647780	0.0403744419	0	0.1534026595	0.3434283084	0.6680471156	0.3526451545
M00238	0.3248929910	0.3677402143	0.5080057575	1.2106980800	1.6832352470	0.4139348115	0.5534994432	0.4764002773	0.4966007604	3.2274329689	0.7173232120	0.3696699138	0.6797051810	0.9266088308	0.4225107660	0.8654024721	0.5571183327	0.6162914953	0.8918746025	0.6885195474	0.8932087009	0.4555438289	0.5754197546	0.8061816817	0.4770191884	0.5442991318	0.6170241889	0.9065182128	0.3477569847	0.4526100696	0.3025617625	0.3390897660	0.4310045474	0.6220482377	1.3510297488	0.4657711148	0.5572620627	0.2868899802
M00239	1.4171670842	0.8696248441	1.5670126499	3.5921847139	3.6715467404	1.3828463184	1.2360361293	1.1243663147	1.1562065286	5.0699842389	1.4513021022	1.2263391220	2.4494379225	2.5270845279	1.2494832986	1.7350578965	1.2197091459	2.6568370299	1.8257114026	1.6138250282	1.5897977723	2.3803413542	2.2236767258	1.8849412001	1.4308167009	1.4782234936	1.5834521652	2.2489119951	1.4996375717	1.2752484692	0.9561832563	1.2933667270	0.5920635272	0.6063758714	2.8969535145	1.0469836290	1.2199586196	0.8534228643
M00240	1.9696326434	2.1880832595	1.8868092889	5.1583654500	1.8504483652	1.1872698922	1.7885735019	2.0260248949	2.2045425883	0.5382916308	2.2120312088	1.9418351712	1.7326839935	2.9973434353	2.0118294780	1.9451683987	2.6595435589	2.4295438929	1.5753220264	1.7297227185	2.1564642333	1.2271260752	1.8976883651	3.7735171122	1.9813885104	1.8406906182	1.4986560695	1.7803810097	1.7874248937	1.6936710952	1.7557090106	1.7053613271	1.5580698783	2.9990043155	2.5320099419	1.9832711665	2.6598933847	2.0377100823
M00241	0	0	0	0	0.3439565347	0	0	0	0.0562237093	0	0	0	0.1306420906	0	0	0	0	0.0824845146	0	0	0	0	0	0.3288603534	0.1512150120	0	0	0	0	0	0	0	0	0	0	0	0	0
M00242	0.9523102345	0.9399786368	0.7749944343	1.1573516653	0.7532955517	0.3568037336	0.4700622389	0.6994631249	0.6298991821	1.0156469011	0.7176103801	0.8423930642	0.6227365993	1.3788032167	0.4395177580	0.8713789609	0.7932943431	0.8472498672	0.9229298584	0.2007678308	0.5827460184	0.4992236884	0.7178821110	0.8256626009	0.6002947075	0.7449657944	0.5277574277	0.7660294491	0.7821056751	0.7031943427	0.7391562594	0.6941756699	0.7328604503	0.9320107774	0.7645379374	0.7856093249	0.7933986899	0.7339176206
