	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S1	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S35	S36	S37	S39	S3	S40	S4	S5	S6	S7	S8	S9
ko00626	0.3022756288	0.2837792850	0.1561585242	0	0.3209875967	0.1677832641	0.2057896510	0.2129658763	0.3080896672	0.2566058419	0.2058456471	0.2289077374	0.2159527319	0	0.2119639812	0.1686603733	0.2648615045	0.2924310966	0.2178822397	0.0978246136	0.1091562054	0.0960741300	0.1299102564	0.3844225254	0.2724400172	0.2831138276	0.1772990483	0.2926546541	0.1884719889	0.2087307728	0.2911286898	0.2261921589	0.2418765378	0.2185156594	0	0.2103070110	0.2648963433	0.2919771810
ko00627	0	0.0829011359	0	0	0.1391816646	0	0	0	0.0925947292	0	0	0	0	0	0	0	0	0.0940691024	0	0	0	0	0	0	0.0838922986	0	0.0572139177	0	0	0	0.0700774339	0	0	0	0	0	0	0
ko00630	0.4101074802	0.4046831442	0.3264549682	0.7210377372	0.5549060281	0.2434091603	0.3614764358	0.4270125916	0.5063836200	0.2952214103	0.3346543746	0.2978650364	0.4306355899	0.4012536703	0.3880131372	0.4926903543	0.3580437161	0.4719170500	0.2055768629	0.3320089759	0.2428855613	0.2978119122	0.3097086331	0.6264727505	0.4781045018	0.3411830307	0.3653458053	0.4088104584	0.3793204032	0.3882547012	0.4232197772	0.3397811843	0.3020816933	0.5124608184	0.5588215913	0.3516087142	0.3580908117	0.3748807371
ko00633	0	0.0383912020	0.0537004153	0.1538062179	0.2736606417	0.0387401316	0.0706574173	0.0776013584	0.0623886978	0	0	0	0.0560925088	0	0.0830513792	0.0963625578	0.1700487051	0.1187785907	0.0585794337	0	0	0	0	0.1301559416	0.1231439292	0	0.0767753062	0	0	0.0533177357	0.1001131836	0	0	0	0.1060120892	0.0707217601	0.1700710727	0.0460168708
ko00640	0.3435924092	0.3880808386	0.2547130325	0.4743421902	0.5252160402	0.2246966453	0.3010599233	0.3596996856	0.4216044786	0.3645890595	0.3368434831	0.3013077122	0.3716615557	0.3054720895	0.3201263559	0.3374595981	0.3492713210	0.4179822155	0	0.3117176269	0.2250191103	0	0.2683089096	0.5052664614	0.4090145887	0.4086509011	0.3339522392	0.3673913890	0.3283956838	0.3538930786	0.4004226064	0.3463572400	0.2973762359	0.3897460995	0.4766230100	0.3136607524	0.3493234501	0.3555120486
ko00650	0.3732719496	0.3550968838	0.3581156569	0	0.5375122764	0.2463972408	0.3129493194	0.3197616249	0.4294455761	0.4411043474	0.3241996923	0.2935957960	0.3471360350	0.3373195062	0.3227803807	0.4161391160	0.3480692839	0.4572483996	0.3256809152	0.3178607317	0.3275509268	0	0	0.5400265606	0.4052271201	0.4669145575	0.3403539859	0.4170915716	0.3239973363	0.3073282053	0.3477919171	0.3285344696	0.2460045505	0.2301055230	0.5722631319	0.2898926490	0.3467629239	0.3113559285
ko00660	0	0.7393656193	0	1.1851550097	0.9113740510	0.5774185027	0.7433526733	0.7543501633	0.8552654082	0	0	0	0	0	0.7394768238	1.1108808970	0	0.8264184091	0	0	0	0	0	1.1219749194	1.0039420462	0	0.8217386078	0	0	0.8608589622	0.7738387404	0	0	0	0	0.7377863688	0	0.7132607963
ko00670	0.9292350667	0.9147986853	0.8733071187	0.9685269146	0.7652706916	0.6117619434	0.7324075524	0.8550119110	0.9291805148	0.5832901645	0.7586525528	0.7669971058	0.8664559844	0.9782717950	0.8507286631	0.8209010593	1.0709055386	0.8738358619	0	0.6828944580	0	0	0.6332418536	0.9881181166	0.8659018758	0	0.7879739220	0.7579260521	0.7920494830	0.7773044634	0.9143286199	0.7760264200	0.6833659841	0	0.9710987533	0.8543566514	1.0710343531	0.9301619413
ko00680	0.2502494028	0.2817342234	0.2336687179	0.3549183271	0.3044605957	0.1975858001	0.2276796602	0.2693531584	0.3046431384	0.2380002477	0.2253332412	0.2394949105	0.2461474247	0.2398682428	0.2514503664	0.2436147158	0.3231922489	0.3329927018	0.1771431050	0.2251189754	0.1971396923	0.1991669912	0.2206653494	0.3079644603	0.2677487980	0.2937915091	0.2614059543	0.2391906131	0.2675301053	0.2521493030	0.2959757080	0.2995321024	0.2642601090	0.2567064847	0	0.2657999803	0.3232329466	0.2689894114
ko00710	0	0	0	0	0.9006965730	0.7122533456	0.8326229880	0.8257050817	0.9097391069	0	0	0	0.9130713893	0	0	0.9209764095	0	0.9407740587	0	0	0	0	0	0.9825609613	0.9256977810	0	0.8866424109	0	0	0.8403509233	0.8673765422	0.9281898648	0	0	0	0	0	0.8587613096
ko00720	0	0	0.5772813433	0	0.6705333530	0.4182429450	0.5616416277	0	0.7421833248	0	0.6260637585	0	0.5546093227	0.5036447457	0	0	0.6765918205	0.6134929709	0.4742222528	0	0.4177960290	0.4814090101	0.4643620348	0.7857275100	0.6650909506	0.6100843871	0.5471794552	0.5172004238	0.6194051437	0.6344335720	0.6477731142	0	0.6006279350	0.7616009972	0.4760026811	0.5449082872	0.6766859599	0
ko00730	0.8676196087	0.8224529877	0.8399611076	0.7373064958	0.6706281832	0.5737344214	0.8245854907	0.7588834265	0.8694198042	0.6448169889	0.8400124186	0.7900043732	0.7042403959	0.9530123135	0.9047136145	0.9187186924	0.6397098122	0.8364549149	0.5189339726	0.9462856102	0.9151204231	0.7977474388	0.7031532044	0.8963515794	0.7673190011	1.0453079077	0.8253845210	0.9122853587	0.7567491325	0.8012094525	0.7973052155	0.8319205164	0.9027733751	0.9008215888	1.0010357404	0.7785886402	0.6397939571	0.7668413018
ko00740	0.5265613902	0.5273213318	0.5234047889	0.2068114580	0.4980493422	0.2618758031	0.3724700890	0.4538780314	0.5002877977	0.2564461868	0.4401412684	0.4572926910	0.2836266893	0.5612278721	0.4120854399	0.4559311278	0.4011493338	0.4403832983	0.3294291737	0.4859757391	0.4475918690	0.3513422371	0.5016884130	0.5240386472	0.4220338205	0.5485384133	0.4522042516	0.4473506657	0.4211959551	0.4105529955	0.4630463013	0.5191641945	0.4087367681	0.2326191603	0.5274242167	0.3766872291	0.4012020994	0.4555470636
ko00750	0.6884697029	0.6738978883	0.5328553635	0.5303051249	0.6123452842	0.4581553099	0.5293365711	0.5511111857	0.7165973066	0.4289111257	0.5045760864	0.4957097061	0.6796399986	0.5086583744	0.5383965571	0.4747232184	0.6592958347	0.6838930488	0.3558043328	0.4747652207	0.5025040121	0.3995152121	0	0.8604923855	0.6458777792	0.7240308130	0.5309479445	0.5250733428	0.6253495876	0.5968425915	0.7704448184	0.6028236495	0.5481134852	0.6600572013	0.0946733176	0.4987941047	0.6593430793	0.6291596534
ko00760	0.5107804699	0.5961133527	0.4417933569	0.6799868855	0.5450704381	0.3484873866	0.4262838446	0.4743175551	0.5932553611	0.3175501658	0.4009813087	0.4368332164	0.4337220512	0.3636619211	0.4605177251	0.4377114452	0.4401831817	0.4971027973	0.3429318826	0.3593244045	0.2546518973	0.1406299819	0.3360721710	0.6918653095	0.5474715562	0.4314257749	0.4546175001	0.4065008152	0.4211371207	0.5221928447	0.5049480036	0.4901701211	0.6025146918	0.3998117399	0.5315508706	0.4741836298	0.4402426218	0.4693197672
ko00770	0.8096007709	0.8178085684	0.8546999400	0.8420576796	0.7779399932	0.6030476494	0.7534733219	0.7727912199	0.8728048300	0.5543560572	0.8606613435	0.7724031374	0.8103030541	0.7952567288	0.6788644810	0.9824818609	0.9215327628	0.8408239171	0.5241143168	0.6372490488	0.8758136671	0.7333880179	0.9043908828	0.9050188170	0.7809501774	1.0012459363	0.8126141384	1.0172963802	0.8283683429	0.7759970460	0.8162897350	0.7245974489	0.7083178741	0.8015581665	0.8132953024	0.6615612606	0.9216572974	0.8047959073
ko00780	0.8238312681	0.9669990137	0.5871187515	0.7762764337	0.9025417000	0.4466523178	0.5552040962	0.7941514671	1.0645502457	0.1700983727	0.6977578729	0.6667205587	0.7300491003	1.0054564761	0.8025723534	0.6852469041	0.9249928912	0.7695318122	0.6299597871	0.5136583351	0.6417901342	0.4108749306	0.2368452658	1.0555455334	0.8732345792	0.5839336775	0.6973842111	0.7105939894	0.5864969233	0.7810564450	1.0101230727	0.7345516357	0.7826718406	1.0500500326	0.6647867226	0.9648825602	0.9251145611	0.8620350450
ko00785	0.9146949565	0.7655051185	0.6900318923	0.9776928033	0.6968762043	0.4149492054	0.3554045340	0.8336718733	0.7364706976	0	0.4756762835	0.8555016314	0.5123166954	0	0.7423351427	0.4992489973	0.7039706280	0.4480053386	0.1560698319	0.2364323197	0.2690565548	0.2873541114	0	0.9156551026	0.7952874208	0.7055614497	0.4534532075	0.6340306062	0.5674756215	0.5031459235	0.7194901912	0.4762505682	0.1855120799	0.2247902436	1.2705639178	0.6980818460	0.7040632255	0.6687695688
ko00790	0.7649591825	0.6834384430	0.6102272530	0.6516383866	0.4594228938	0.3653977368	0.4415951028	0.6116826448	0.6267866863	0.0816952440	0.3897930658	0.5585662843	0.5677294347	0.3784353019	0.4659961064	0.3916187943	0.4395446523	0.4995461850	0.3256661571	0.3659682863	0.3804003629	0.1231203127	0.2166235138	0.7824042664	0.5512116512	0.4413798056	0.4995285504	0.5193092063	0.4777070838	0.5684578213	0.6406264680	0.4947368322	0.7319344864	0.5641404322	0.6317373184	0.6211813193	0.4396024682	0.6013026676
ko00791	0	0.0357671574	0.0290444108	0.0183826479	0.0617123161	0.0407484902	0.0363566234	0.0469159445	0.0372699352	0.0025820234	0.0491583603	0.0085396656	0.0202506868	0	0.0424091981	0.0316649925	0.0444739904	0.0507918194	0.0513071679	0.0409363188	0.0356460158	0	0	0.0866322613	0.0591454448	0	0.0511871217	0.0238579696	0.0139196653	0.0561617521	0.0444763614	0.0216533515	0	0	0	0.0164392652	0.0444798403	0.0128184481
ko00860	0.1853901160	0.2648729197	0.2292334915	0.1521579832	0.2016137156	0.1536856146	0.2038999051	0.2487848118	0.2886446144	0.0756473741	0.2055523382	0.2195931327	0.2432621793	0.2082871114	0.2434668800	0.1547803905	0.1940201739	0.2753618411	0.1308925758	0.2054051569	0.1559236274	0.1138802384	0.2066630427	0.2580520774	0.2463553943	0.2556803901	0.2642603805	0.2571956493	0.2529965091	0.2430330631	0.2823010429	0.2280078937	0.2752145111	0.2298238664	0.2342641831	0.2423426192	0.1940411889	0.2162377985
ko00900	0.6234860049	0.6032222618	0.4646880520	0.5895159427	0.5287377585	0.4348904776	0.5110202191	0.5614516003	0.5866197094	0.4504225427	0.4344856404	0.4897929703	0.5487767541	0.5090058218	0.5487494450	0.5726759319	0.6070602254	0.6187327033	0.3957196839	0.5211910151	0.4528996332	0.3465588411	0.5233069923	0.6693282253	0.5808268937	0.6802955394	0.5353057654	0.4768715160	0.5238942240	0.5937174729	0.5534339740	0.5319625173	0.6612235337	0.5748807150	0.5343163952	0.5668794499	0.6070657306	0.5823411052
ko00906	0	0	0	0	0	0.0041192484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00908	0.7433046412	0.4654250970	0.2464252119	0.4669864421	0.2368504593	0.2759837751	0.3429204651	0.3405696868	0.4643554884	0.2014925110	0.4311585646	0.2896169009	0.3840198383	0.3417780821	0.3206788313	0.3945734997	0.4972290894	0.2768692415	0.1981422278	0.2216812356	0.2141651288	0.1854099883	0.1549244602	0.2996067899	0.3105127795	0.3290547456	0.3468569512	0.2331480371	0.2594985592	0.3427232633	0.4556118398	0.3600652697	0.1927203934	0.4443858776	0.4334006868	0.2963814635	0.4972944929	0.4409452866
ko00910	0.3349003238	0.3768017393	0.2926828323	0.6070068086	0.4263637451	0.2192573896	0.2699041963	0.3114388477	0.3953422298	0.1276331707	0.3117454802	0.3151658376	0.3366002861	0.3961196182	0.3115860905	0.3272433543	0.3668601790	0.3821691417	0.1965535262	0.2774677968	0.2473696527	0.2417918897	0.2747333395	0.5490055174	0.3945419731	0.4170922755	0.2967509059	0.3445455282	0.3285235327	0.3252281005	0.3290629182	0.3118815613	0.3054535358	0.3723812102	0.4637344990	0.3023687860	0.3669080438	0.3389283840
ko00920	0	0	0	0	0	0.2848758949	0	0	0	0	0	0	0	0	0.3663630103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0056520728	0	0	0	0	0	0	0	0	0	0	0
ko00960	0	0	0	0.2772810152	0	0	0	0	0	0	0	0	0	0	0	0.2556512627	0	0.2431468751	0	0	0	0.1170077867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00970	0.7639807199	0.7555750790	0.8407488621	0.8354343446	0.7880432227	0.7151826283	0.7474708989	0.7128432766	0.7285108812	0.6848827214	0.7950770321	0.7303860714	0.7351006806	0.8315681460	0.7560271654	0.6973449588	0.8287709088	0.7695361663	0.6742083660	0.8379994108	0.6826614624	0.7577258520	0.8424392715	0.7833030327	0.7305050799	0.8503616398	0.7322961042	0.7628944152	0.7401579164	0.7433647578	0.7220250978	0.7720722208	0.7249320855	0.8602834723	0.7452968648	0.7638618093	0.8288771398	0.7887743471
ko00983	0	0	0	0	0.7611225903	0.5736458608	0	0.7426883810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6734433167	0	0	0.7734530966	0.6890783844	0	0	0	0	0	0	0.8211247328
ko01040	0	0	0	0.2337081547	0.1687258379	0	0	0.1567003867	0.2030804346	0	0	0	0	0	0.1789140420	0	0	0.2049430098	0	0	0	0	0	0.2293913239	0.1580971684	0	0.1567041182	0	0	0	0	0	0	0	0.2309579986	0	0	0
ko01051	2.4854026272	2.5538187714	1.9300967745	2.7999358775	2.2787625973	1.9900816799	2.3043897627	1.8939636893	2.3439240997	2.0731498653	2.6386134935	1.9607382125	2.4495413152	2.6733553940	2.2615699209	2.3895338592	2.0339416658	3.4439107345	1.8607389178	3.7347332876	1.7236660894	2.9086814952	4.0131196311	2.3872899483	2.2196630524	2.0995681556	2.5237100548	2.6370676298	2.6687456365	1.9340004552	1.8101955856	2.9837422840	1.9017471584	2.2327923752	1.3483507802	2.7775410400	2.0342092025	1.8810822297
ko01053	0	0	0	0.1512438860	0.0827980926	0.0202144851	0.0259375915	0.0353851735	0.0709299681	0	0.0144767539	0.0365600121	0.0647843709	0	0.0483102806	0	0.0205675035	0.0497292224	0	0	0	0	0.0846443127	0.0942834438	0.0581472119	0	0.0300470271	0.0204849439	0.0397139744	0.0484879408	0	0	0	0	0	0	0.0205702089	0.0384100873
ko01055	2.5928693361	2.3420113376	2.2376422184	2.2163231463	1.4752975750	1.5199992634	1.7543310610	1.8993024914	2.1892617829	1.7928455725	1.7998537021	1.7957476309	2.3810445515	3.0388418952	1.9702570185	1.6280247435	1.9112339941	2.0913712499	1.2770928976	1.7063084910	0.8320400998	1.8368478676	2.2889321239	2.0334302970	2.2658058506	3.1724693083	2.1549037371	1.8895423468	1.6350240401	2.3969485992	2.2866217180	1.6522850228	2.9955519514	4.4513283242	4.4885803522	1.8508094367	1.9114853902	2.6918467716
ko02010	0.2637469268	0.2658659907	0.2877350360	0.5752183496	0.5022242533	0.2144695941	0.2579090249	0.2641210695	0.2984092549	0.3935877907	0.2745213981	0.2573330304	0.3434363424	0.3964488944	0.2546470779	0.3245027007	0.2909270650	0.4220207914	0.2675568811	0.2807673141	0.2801893325	0.2672684323	0.2836638892	0.4858238626	0.3167432322	0.2883472374	0.3034495504	0.3352772945	0.2741093718	0.2858782240	0.2752597218	0.2676547349	0.1992608622	0.2273469610	0.5064888909	0.2528389759	0.2909874256	0.2348320522
ko02020	0.1842691460	0.1711631808	0.1479885962	0.2372270605	0.2792418494	0.1053468999	0.1459349839	0.1563257706	0.2048500429	0.1880231652	0.1381105735	0.1474916468	0.1743806239	0.1765387544	0.1434410023	0.1565323847	0.1627712355	0.2269978101	0.1111151675	0.1612849348	0.1170621065	0.1511363112	0.1536198023	0.2856542542	0.2017567178	0.1793893680	0.1683986973	0.1684661723	0.1600062154	0.1665087009	0.1739951076	0.1544335456	0.1161787384	0.1614495826	0.2168475017	0.1472664439	0.1627926458	0.1455835313
ko02030	0	0	0	0	0.8840923153	0	0	0	0	1.7603941476	0	0	0	0	0	0	0	0.4032380782	0	0.1293578067	0.0646417390	0	0	0.4038216997	0	0	0.2342520883	0	0	0.1969771919	0.1591655565	0	0	0	0	0	0	0
ko02040	0.0579394488	0.0365242804	0	0.2494006627	0.7767808754	0.0120208788	0.0659212474	0.0332742862	0.0822609301	1.2936715334	0.0617311756	0.0563760711	0.0522839638	0.0594489549	0.0383088613	0.0421807307	0.1087128102	0.2037729161	0.0145278865	0	0	0	0	0.2763585287	0.0933713139	0.0523028369	0.0727450924	0.0325438538	0.0091289478	0.0475296275	0.0370418889	0.0143193589	0.0179067393	0	0.1627394504	0.0412441394	0.1087271098	0.0469075014
ko02060	0.0565598197	0.0906603914	0.0673296381	0.5858505685	0.5052700409	0.0528134524	0.0863660971	0.1007319830	0.1965797549	0.3082128354	0.0766532321	0.0786273900	0.1495856961	0.0740626851	0.0736620936	0.1784171211	0.1579333162	0.2330815856	0.2081567952	0.1595135686	0.1898793082	0.1320593135	0.0964351502	0.4660669996	0.2574576691	0.3540502717	0.1368024116	0.2230143704	0.1116527248	0.0899372239	0.1166747954	0.0990630858	0	0	0.7672796419	0.0744968671	0.1579540901	0.0527732827
ko03008	0.0107873939	0.0165730824	0.0272341100	0.0468594783	0.0245004396	0.0139255130	0.0229612730	0.0264539744	0.0222063040	0.0126221857	0.0190621410	0.0146260487	0.0266866516	0.0178814329	0.0245722791	0.0100505544	0.0309846902	0.0256655545	0.0224971843	0.0321412575	0.0225420498	0.0156765799	0.0264960542	0.0279513521	0.0233867596	0.0369845874	0.0247402377	0.0176106042	0.0248240694	0.0269697924	0.0283419930	0.0230529575	0.0268656222	0.0295410283	0.0597537251	0.0291039518	0.0309887658	0.0183892115
ko03010	0.7499467285	0.6205103138	0.6580730894	0.5780294604	0.6758178282	0.7065367124	0.6652910595	0.6560886848	0.6274777088	0.7296181367	0.5694440044	0.6660030895	0.6649964283	0.6201081002	0.6116010532	0.7094038264	0.7026218922	0.6571231145	0.6880413798	0.6863904305	0.7364204496	0.7152155921	0.7189740005	0.6462919611	0.6690767500	0.5991425299	0.6510046802	0.6580966937	0.6460745345	0.6519963072	0.7125428151	0.7258341665	0.5524755436	0.6878427506	0.5967888056	0.6717589264	0.7026968934	0.6398858849
ko03013	0.0267861454	0.0262723955	0.0115786981	0.0263328331	0.0269441752	0.0166349059	0.0169617794	0.0236276763	0.0165521477	0.0059928517	0.0176845958	0.0242471736	0.0233868502	0.0233527577	0.0295810299	0.0238781801	0.0267128876	0.0300223920	0.0100376220	0.0170005406	0.0201727567	0.0279170506	0.0212801828	0.0273877109	0.0208158297	0.0129674215	0.0208579466	0.0229850373	0.0286745837	0.0281299505	0.0322332181	0.0247224140	0.0138434131	0.0133819660	0.0066303720	0.0323622976	0.0267474739	0.0302406209
ko03018	0.4039168061	0.3458865480	0.2898830721	0.4348782291	0.3389853323	0.2522525643	0.2876313144	0.3211568534	0.3567613392	0.2165505603	0.3124451180	0.2974930997	0.3575014656	0.4029057574	0.3222975502	0.3246193076	0.3544231760	0.3120547874	0.2667272082	0.3128883654	0.2721563711	0.2714856628	0.3536051544	0.3866813245	0.3004514878	0.4082081574	0.2997893828	0.2910573490	0.3092019049	0.3303051688	0.3626730527	0.3045468324	0.3411384535	0.3898859819	0.3548847782	0.3131274486	0.3545139635	0.3482030824
ko03020	0.7778727866	0.6390201127	0.5151698423	0.3073104132	0.3732457250	0.4263914914	0.4472860494	0.5350889102	0.5577947231	0.3893048714	0.4357769869	0.5560352050	0.5054419885	0.6395954813	0.5294137640	0.5826886986	0.7120286522	0.5279145034	0.3646082629	0.4855553863	0.4008658668	0.4323443679	0.4423097905	0.5119948560	0.5425017019	0.6498093755	0.5457938067	0.5675121079	0.5065275393	0.6063166377	0.6828078866	0.4947956004	0.5558299904	0.6755194798	0.4186289253	0.6196023559	0.7121223096	0.5978368034
ko03030	0.5773042591	0.5486911696	0.4766227112	0.4172523930	0.4687717585	0.4011906638	0.4444112053	0.5069038776	0.5117515738	0.3873680422	0.4441623535	0.4714668991	0.4817909021	0.3915689081	0.4782035117	0.5705572705	0.5611032973	0.4941398329	0.3336656738	0.3985304905	0.2945313452	0.3624697040	0.4487309827	0.5031436374	0.5095623784	0.4993954981	0.5017782050	0.4731335118	0.4793419849	0.5080868014	0.5441093241	0.4616499601	0.5291770988	0.4268349543	0.4729448798	0.4096637098	0.5611744141	0.5281542296
ko03050	0	0	0	0	0	0	0	0.0025459936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03060	0.6775085020	0.5729632494	0.6089944388	0.5055557935	0.5913215326	0.3846179732	0.4766435809	0.5678352672	0.5409895324	0.5296951960	0.4158818118	0.4941241684	0.5363028693	0.4329769215	0.4340724248	0.5345617038	0.5964658894	0.5307901550	0.4976866453	0.3420038945	0.3865569123	0.4318079791	0.4711018282	0.6235595414	0.5432199808	0.4895188718	0.5215645070	0.4252009214	0.5471560142	0.5256329756	0.5644667217	0.5279869491	0.5026734006	0.5178382713	0.7115285440	0.5363018914	0.5965443462	0.5041897535
ko03070	0.3346771175	0.3039794906	0.3589463252	0.8374541431	0.5135932730	0.2594016000	0.2893818791	0.2875744987	0.3730710472	0.2848471907	0.2210350350	0.2691243659	0.3580135044	0.2730659281	0.2569357166	0.3833381666	0.3638803324	0.3596570379	0.2503842297	0.2207314503	0.2287100790	0.2510355609	0.2733147166	0.6611871205	0.4197416682	0.3118831998	0.2982838799	0.2595198199	0.2991707225	0.2932967601	0.3015512239	0.2930262178	0.2600775457	0.2076759891	0.6560610582	0.2928034847	0.3639281958	0.2793794058
ko03410	0.3259631455	0.4112285926	0.4177950400	0.3748014449	0.4034867631	0.3140657563	0.3745717590	0.4196898097	0.4281616497	0.2566490833	0.3312579570	0.3424635508	0.3974278168	0.3279117274	0.3532900458	0.4612669975	0.4872366906	0.4096765201	0.2855453196	0.2433615936	0.2969204341	0.3455236968	0.2533918529	0.4527747359	0.3922013804	0.4340026664	0.3751501252	0.3516923336	0.4158303779	0.3967860925	0.4376684463	0.3764738732	0.3779173274	0.3976096333	0.3489464426	0.3910525008	0.4873007798	0.4298084353
ko03420	0.3241814053	0.3555570181	0.3618754768	0.2926854626	0.3421296142	0.3021181532	0.3280289684	0.3357018545	0.3627471066	0.3772912393	0.3039266182	0.3147214664	0.3442985772	0.4172762624	0.3442173707	0.2930457123	0.3821979878	0.3331745173	0.2982455130	0.3105190874	0.2928608189	0.2756636564	0.3290938436	0.3184751764	0.3157281420	0.4143280105	0.3263091079	0.3021466270	0.3107335248	0.3166269072	0.3481445813	0.3020617680	0.3149328280	0.3685240227	0.3859311172	0.3366266370	0.3822485339	0.3188337642
ko03430	0.7034504388	0.6984260208	0.5812063803	0.5276421364	0.6279086335	0.5263262135	0.5896491547	0.6163145341	0.6839609999	0.4777334147	0.5412762957	0.5324677839	0.5715118743	0.5273656108	0.5991589654	0.7944399546	0.7388287061	0.7292729828	0.4844776397	0.4052591685	0.3717533668	0.4997856374	0.4967818665	0.6713475676	0.6279740215	0.6451582837	0.6490212662	0.6225361527	0.6133524725	0.6489946401	0.6845451257	0.5887460966	0.6723796709	0.4855296699	0.8175625355	0.5732143191	0.7389228495	0.6815570594
ko03440	0.6631853673	0.6652925724	0.5426177452	0.5528942856	0.5925918437	0.4893589270	0.5487648356	0.6424799973	0.6725906706	0.4656670012	0.5798085577	0.5769795732	0.6416408875	0.6475074460	0.5887018179	0.7223250339	0.6807841682	0.5860001519	0.3981248110	0.4973509952	0.4493793301	0.5519959791	0.4741868460	0.7072817741	0.6114537542	0.6529755785	0.5950667991	0.5945789556	0.5842816975	0.5935163357	0.6217229000	0.5625256464	0.7386266628	0.5148997492	0.6630773511	0.5146968115	0.6808713858	0.6073613062
ko03450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177696425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko04112	0.5659268056	0.6287969301	0.6477300828	0.4632859654	0.6303235510	0.4683752182	0.5958733247	0.6523229089	0.5842202234	0.5443801893	0.5930012376	0.5890819895	0.6424616209	0.7621513815	0.5724407705	0.5654033239	0.6790833429	0.5840848116	0.4843513305	0.4695050935	0.5922702943	0.5335879252	0.6766623684	0.6703327533	0.5835109882	0.7196584119	0.5608679122	0.5869873727	0.6196996959	0.6121184120	0.7109304143	0.5803966108	0.6356178273	0.4934505558	0.4938700512	0.6157945585	0.6791711254	0.6817377982
ko04122	0.3927779688	0.3781152684	0.3661429404	1.1378591929	0.5774284914	0.2965179796	0.4599261003	0.4648967519	0.5232519465	0.3592179148	0.3774499809	0.3533062017	0.5189802740	0.7724516325	0.4596909116	0.6094535851	0.2381185400	0.5739952609	0.3485832705	0.5695987764	0.7680347349	0.3170100470	0.3794539116	0.7161390280	0.4919292305	0.2975124765	0.4885871119	0.3490113548	0.5033494636	0.4491893796	0.3901994358	0.4472687387	0.3056559537	0.3189586762	0.7763351321	0.3039702896	0.2381498612	0.3354108199
ko04141	0.0463763430	0.0331349734	0.0305007387	0	0.0228884167	0.0189908493	0.0258361120	0.0287336643	0.0296946411	0.0212864285	0.0323968738	0.0214605938	0.0320318233	0.0309851638	0.0377142306	0.0229869610	0.0318625885	0.0303566580	0	0.0194702420	0.0415584689	0.0241037598	0.0324763919	0.0128201331	0.0245917361	0.0314786551	0.0290317140	0.0309669915	0.0254131947	0.0243442629	0.0272651750	0.0349807265	0.0280967927	0	0.0218063234	0.0478683397	0.0318667796	0.0225011302
ko04142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0978302377	0	0	0	0	0	0	0	0	0	0	0
ko04146	0.1766399359	0.1651182715	0.0735516491	0	0	0.0790021831	0.0850577326	0	0.1642440716	0.1000355346	0.1060811956	0.1027955060	0.1161728368	0.1227429035	0.1237571662	0.0954640875	0.1316225489	0	0.0510911547	0	0	0.0663237525	0	0	0.1178365385	0.1021404104	0.1081288367	0.0886111062	0.1019678933	0.1379946774	0	0.1214710024	0.1883748783	0.1446304241	0.1425042180	0	0.1316393048	0.1436813690
ko04621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0397938056	0.0391468688	0	0	0	0	0	0.0460337540	0	0	0	0	0	0.0529801743	0	0	0	0	0	0	0
ko04626	0.0918625796	0.0993725169	0.1048257668	0.0993385154	0.1707717196	0.0755075841	0.0968075570	0.0871651968	0.0944524501	0.2257045408	0.0989960771	0.0812867920	0.0864010132	0.1413659072	0.0908060531	0.1035221832	0.0995090300	0.1136473681	0.0818482596	0.1154612208	0.0700733269	0.0883174931	0.0497189071	0.0949632640	0.0813167045	0.1178075303	0.0983313506	0.0889191163	0.0782434747	0.0910648891	0.0979485497	0.0940533346	0.0936269598	0.1367801189	0.1485522123	0.0972601818	0.0995221190	0.0868726876
ko04910	0	0.0488963590	0.0554154619	0	0.0689986885	0.0435133385	0.0478582590	0.0553765352	0.0551352822	0	0.0555301257	0.0390589168	0.0480023319	0.0754392511	0.0430158801	0.0471348131	0	0.0643598891	0	0	0	0	0.0635577597	0.0460374340	0.0540272136	0	0.0518027860	0	0.0558306758	0.0462886500	0.0569474242	0.0668444268	0.0613359815	0	0	0.0534100567	0	0.0478439733
